ev_id,station_id,arrival_time,departure_deadline,battery_capacity_kWh,initial_soc,target_soc,max_charging_power_kW,energy_required_kWh,minimum_charging_time_h,flexibility_buffer_h,scenario
EV_479597f4,ST014,2025-04-01 04:55:44,2025-04-01 07:06:52,97.94,12.33,80.01,22,66.28,3.01,-0.83,INFEASIBLE
EV_8684d582,ST006,2025-04-01 04:56:05,2025-04-01 10:26:34,98.29,13.91,81.91,11,66.84,6.08,-0.57,INFEASIBLE
EV_47b226f6,ST006,2025-04-01 05:46:22,2025-04-01 10:58:43,90.59,11.25,82.39,11,64.44,5.86,-0.65,INFEASIBLE
EV_c3210f5d,ST006,2025-04-01 05:57:26,2025-04-01 11:46:38,90.1,13.38,88.79,11,67.94,6.18,-0.36,INFEASIBLE
EV_04c1d5a9,ST020,2025-04-01 06:11:46,2025-04-01 08:41:47,74.8,15.69,99.59,22,62.76,2.85,-0.35,INFEASIBLE
EV_ecac0085,ST018,2025-04-01 06:27:27,2025-04-01 09:05:15,86.77,19.87,95.69,22,65.78,2.99,-0.36,INFEASIBLE
EV_54fde0db,ST018,2025-04-01 06:32:41,2025-04-01 17:20:05,86.62,9.56,98.79,7,77.29,11.04,-0.25,INFEASIBLE
EV_c5e55e9d,ST012,2025-04-01 06:57:54,2025-04-01 13:23:11,87.8,9.0,96.36,11,76.7,6.97,-0.55,INFEASIBLE
EV_eb012d41,ST015,2025-04-01 07:14:33,2025-04-01 13:04:56,95.52,18.68,87.79,11,66.01,6.0,-0.16,INFEASIBLE
EV_d2e35d36,ST011,2025-04-01 07:18:04,2025-04-01 09:08:55,84.25,18.36,91.83,22,61.9,2.81,-0.97,INFEASIBLE
EV_11e0953f,ST007,2025-04-01 07:29:02,2025-04-01 11:34:57,78.73,10.27,80.05,11,54.94,4.99,-0.9,INFEASIBLE
EV_0aef25d5,ST007,2025-04-01 07:38:53,2025-04-01 15:12:05,70.17,10.43,90.48,7,56.18,8.03,-0.47,INFEASIBLE
EV_902c7a90,ST013,2025-04-01 07:47:19,2025-04-01 10:23:59,98.67,10.92,83.48,22,71.59,3.25,-0.64,INFEASIBLE
EV_73de5237,ST013,2025-04-01 08:22:28,2025-04-01 11:39:38,92.34,7.59,92.91,22,78.78,3.58,-0.3,INFEASIBLE
EV_15a8e5d0,ST020,2025-04-01 08:31:08,2025-04-01 17:55:06,94.3,10.9,83.39,7,68.35,9.76,-0.37,INFEASIBLE
EV_f399dedd,ST009,2025-04-01 08:43:30,2025-04-01 15:34:29,94.77,14.0,96.31,11,78.0,7.09,-0.24,INFEASIBLE
EV_096c5c2f,ST006,2025-04-01 08:45:26,2025-04-01 10:00:27,72.25,17.75,85.62,22,49.04,2.23,-0.98,INFEASIBLE
EV_b7c31190,ST015,2025-04-01 08:45:26,2025-04-01 18:01:47,99.0,16.72,83.68,7,66.29,9.47,-0.2,INFEASIBLE
EV_e27302d0,ST016,2025-04-01 08:58:57,2025-04-01 15:28:33,99.97,12.53,91.68,11,79.13,7.19,-0.7,INFEASIBLE
EV_6333335d,ST010,2025-04-01 09:08:43,2025-04-01 15:12:38,96.59,16.86,89.89,11,70.54,6.41,-0.35,INFEASIBLE
EV_4b9aa7fe,ST005,2025-04-01 09:11:27,2025-04-01 15:32:25,81.89,18.04,80.22,7,50.93,7.28,-0.93,INFEASIBLE
EV_7542eb98,ST013,2025-04-01 09:23:54,2025-04-01 14:51:10,75.68,10.31,91.59,11,61.51,5.59,-0.14,INFEASIBLE
EV_f2bd58bf,ST010,2025-04-01 10:13:13,2025-04-01 18:00:33,84.56,11.81,83.13,7,60.31,8.62,-0.83,INFEASIBLE
EV_25cf5023,ST010,2025-04-01 10:19:17,2025-04-01 15:57:49,83.83,6.72,90.69,11,70.39,6.4,-0.76,INFEASIBLE
EV_996e5566,ST010,2025-04-01 10:22:47,2025-04-01 12:28:17,74.55,9.18,96.08,22,64.79,2.94,-0.85,INFEASIBLE
EV_bec93a26,ST005,2025-04-01 11:11:38,2025-04-01 13:58:40,85.75,12.94,94.54,22,69.97,3.18,-0.4,INFEASIBLE
EV_10fa73bf,ST018,2025-04-01 11:48:45,2025-04-01 15:50:38,81.43,19.38,83.71,11,52.39,4.76,-0.73,INFEASIBLE
EV_94d9958d,ST001,2025-04-01 12:21:47,2025-04-02 00:56:13,99.26,9.4,99.22,7,89.17,12.74,-0.16,INFEASIBLE
EV_b06e0684,ST010,2025-04-01 12:42:46,2025-04-01 22:18:42,82.09,9.88,92.75,7,68.03,9.72,-0.12,INFEASIBLE
EV_47c597a6,ST004,2025-04-01 13:15:47,2025-04-01 19:01:04,90.23,7.5,83.93,11,68.96,6.27,-0.51,INFEASIBLE
EV_3e2a4e8a,ST019,2025-04-01 13:17:43,2025-04-01 14:16:59,84.77,11.29,93.87,50,70.0,1.4,-0.41,INFEASIBLE
EV_f331e8df,ST008,2025-04-01 13:19:32,2025-04-01 22:48:09,84.94,9.45,92.85,7,70.84,10.12,-0.64,INFEASIBLE
EV_2174ae5d,ST011,2025-04-01 13:22:06,2025-04-01 19:47:35,99.87,17.22,89.09,11,71.78,6.53,-0.1,INFEASIBLE
EV_22bb4ed5,ST008,2025-04-01 13:42:42,2025-04-01 14:44:58,90.82,12.24,87.98,50,68.79,1.38,-0.34,INFEASIBLE
EV_1d3a7062,ST015,2025-04-01 13:52:10,2025-04-01 20:42:58,78.47,17.81,81.92,7,50.31,7.19,-0.34,INFEASIBLE
EV_8f6be89d,ST006,2025-04-01 13:53:47,2025-04-01 23:12:41,83.01,11.11,93.43,7,68.34,9.76,-0.45,INFEASIBLE
EV_036d2f0d,ST005,2025-04-01 14:10:11,2025-04-01 23:10:21,88.36,7.49,85.3,7,68.75,9.82,-0.82,INFEASIBLE
EV_b4998cbb,ST001,2025-04-01 14:35:14,2025-04-01 20:04:49,88.86,19.1,97.03,11,69.24,6.29,-0.8,INFEASIBLE
EV_4293f82d,ST006,2025-04-01 14:35:25,2025-04-01 21:38:20,99.04,11.27,99.35,11,87.24,7.93,-0.88,INFEASIBLE
EV_f2ed1885,ST019,2025-04-01 14:35:49,2025-04-01 23:17:37,70.45,9.25,99.7,7,63.72,9.1,-0.41,INFEASIBLE
EV_6101012a,ST010,2025-04-01 14:42:17,2025-04-02 01:49:24,97.61,19.21,99.7,7,78.57,11.22,-0.11,INFEASIBLE
EV_a33c0724,ST020,2025-04-01 14:43:05,2025-04-01 16:44:20,70.48,12.06,90.45,22,55.24,2.51,-0.49,INFEASIBLE
EV_83988e92,ST001,2025-04-01 14:57:22,2025-04-01 19:42:56,75.31,16.07,91.29,11,56.64,5.15,-0.39,INFEASIBLE
EV_705d612f,ST008,2025-04-01 15:44:05,2025-04-01 16:18:03,86.19,13.26,92.3,50,68.12,1.36,-0.8,INFEASIBLE
EV_85274d50,ST003,2025-04-01 16:00:26,2025-04-02 01:12:24,98.39,14.13,82.36,7,67.13,9.59,-0.39,INFEASIBLE
EV_18b05795,ST007,2025-04-01 16:12:10,2025-04-01 20:52:04,81.03,14.33,85.19,11,57.42,5.22,-0.55,INFEASIBLE
EV_c952b802,ST006,2025-04-01 16:28:45,2025-04-02 02:34:59,92.15,17.09,95.62,7,72.36,10.34,-0.23,INFEASIBLE
EV_0daf9f6e,ST020,2025-04-01 16:57:25,2025-04-02 00:05:32,94.33,10.61,99.65,11,83.99,7.64,-0.5,INFEASIBLE
EV_44943886,ST018,2025-04-01 17:00:38,2025-04-01 23:39:27,90.34,12.33,97.5,11,76.94,6.99,-0.35,INFEASIBLE
EV_ed26a14a,ST020,2025-04-01 17:00:44,2025-04-02 01:30:18,82.03,13.89,92.16,7,64.21,9.17,-0.68,INFEASIBLE
EV_406cb094,ST012,2025-04-01 17:00:47,2025-04-02 01:51:22,93.37,16.24,86.88,7,65.96,9.42,-0.58,INFEASIBLE
EV_45d3076a,ST020,2025-04-01 17:01:05,2025-04-01 21:01:52,70.2,13.75,82.45,11,48.23,4.38,-0.37,INFEASIBLE
EV_08c1bede,ST008,2025-04-01 17:01:07,2025-04-01 19:10:29,87.42,13.82,86.94,22,63.93,2.91,-0.75,INFEASIBLE
EV_cf58dc85,ST018,2025-04-01 17:01:07,2025-04-02 02:07:38,91.65,19.22,90.43,7,65.26,9.32,-0.21,INFEASIBLE
EV_d5174735,ST014,2025-04-01 17:01:08,2025-04-01 19:12:34,85.87,17.96,84.44,22,57.09,2.59,-0.4,INFEASIBLE
EV_15133d44,ST017,2025-04-01 17:01:26,2025-04-01 21:57:40,84.43,17.06,93.81,11,64.8,5.89,-0.95,INFEASIBLE
EV_8b63adf6,ST013,2025-04-01 17:02:19,2025-04-01 19:37:15,89.52,10.53,98.42,22,78.68,3.58,-0.99,INFEASIBLE
EV_899ac374,ST019,2025-04-01 17:02:20,2025-04-02 00:31:31,73.16,16.07,95.96,7,58.44,8.35,-0.86,INFEASIBLE
EV_b0e393a2,ST013,2025-04-01 17:02:27,2025-04-01 17:45:54,90.15,5.5,80.79,50,67.87,1.36,-0.63,INFEASIBLE
EV_bc0e6b2a,ST013,2025-04-01 17:02:34,2025-04-01 19:11:05,80.78,12.28,88.34,22,61.44,2.79,-0.65,INFEASIBLE
EV_709fd7c0,ST007,2025-04-01 17:02:37,2025-04-01 20:33:12,71.24,18.47,81.18,11,44.68,4.06,-0.55,INFEASIBLE
EV_4a7d9196,ST001,2025-04-01 17:03:24,2025-04-02 02:14:44,78.44,9.2,92.92,7,65.67,9.38,-0.19,INFEASIBLE
EV_5406c898,ST017,2025-04-01 17:04:43,2025-04-02 01:31:04,91.1,10.76,82.46,7,65.32,9.33,-0.89,INFEASIBLE
EV_4a3caadb,ST004,2025-04-01 17:05:07,2025-04-02 01:04:05,85.48,18.51,87.83,7,59.25,8.46,-0.48,INFEASIBLE
EV_602fc121,ST015,2025-04-01 17:06:21,2025-04-01 20:03:32,85.49,6.96,98.38,22,78.16,3.55,-0.6,INFEASIBLE
EV_ae0555cb,ST014,2025-04-01 17:06:35,2025-04-01 21:32:54,84.38,15.47,84.35,11,58.12,5.28,-0.85,INFEASIBLE
EV_a41ce24e,ST011,2025-04-01 17:06:50,2025-04-02 01:55:57,80.91,10.7,90.12,7,64.26,9.18,-0.36,INFEASIBLE
EV_0804b804,ST004,2025-04-01 17:07:13,2025-04-02 03:24:20,88.65,16.4,99.29,7,73.48,10.5,-0.21,INFEASIBLE
EV_ad365e9d,ST006,2025-04-01 17:07:46,2025-04-01 21:55:27,92.72,15.23,83.05,11,62.88,5.72,-0.92,INFEASIBLE
EV_cf128627,ST005,2025-04-01 17:08:23,2025-04-01 22:53:48,89.67,9.79,84.58,11,67.07,6.1,-0.34,INFEASIBLE
EV_ddab11b0,ST018,2025-04-01 17:09:02,2025-04-01 22:34:01,79.37,6.27,85.42,11,62.82,5.71,-0.29,INFEASIBLE
EV_802c9bdb,ST008,2025-04-01 17:09:15,2025-04-01 19:17:25,81.22,5.7,86.66,22,65.75,2.99,-0.85,INFEASIBLE
EV_9426122f,ST020,2025-04-01 17:09:35,2025-04-01 22:39:24,82.39,14.47,91.74,11,63.67,5.79,-0.29,INFEASIBLE
EV_b58db6a3,ST018,2025-04-01 17:09:39,2025-04-01 19:34:58,90.41,7.49,81.27,22,66.71,3.03,-0.61,INFEASIBLE
EV_e5237217,ST001,2025-04-01 17:10:18,2025-04-01 22:00:38,74.82,12.87,92.94,11,59.9,5.45,-0.61,INFEASIBLE
EV_1c477267,ST019,2025-04-01 17:10:45,2025-04-02 02:49:46,92.62,12.2,88.81,7,70.96,10.14,-0.49,INFEASIBLE
EV_abc9c515,ST005,2025-04-01 17:11:21,2025-04-01 23:50:17,71.97,13.41,87.22,7,53.12,7.59,-0.94,INFEASIBLE
EV_8946336f,ST012,2025-04-01 17:13:32,2025-04-01 19:56:55,71.65,5.95,93.45,22,62.69,2.85,-0.13,INFEASIBLE
EV_034df7b9,ST015,2025-04-01 17:14:49,2025-04-01 19:41:15,93.38,15.0,86.9,22,67.14,3.05,-0.61,INFEASIBLE
EV_de0d17d4,ST010,2025-04-01 17:14:52,2025-04-02 02:33:16,86.38,15.68,96.03,7,69.41,9.92,-0.61,INFEASIBLE
EV_0263cc6b,ST013,2025-04-01 17:14:59,2025-04-01 17:43:05,93.77,12.44,84.79,50,67.84,1.36,-0.89,INFEASIBLE
EV_fea37769,ST006,2025-04-01 17:15:06,2025-04-01 22:37:46,87.56,9.37,87.11,11,68.07,6.19,-0.81,INFEASIBLE
EV_c233b0e2,ST011,2025-04-01 17:15:41,2025-04-02 00:10:01,98.83,11.77,92.85,11,80.13,7.28,-0.38,INFEASIBLE
EV_eafc7fe3,ST007,2025-04-01 17:16:24,2025-04-01 22:39:00,86.34,14.75,88.88,11,64.01,5.82,-0.44,INFEASIBLE
EV_39eac2ff,ST011,2025-04-01 17:16:38,2025-04-01 20:04:09,89.14,16.41,90.56,22,66.1,3.0,-0.21,INFEASIBLE
EV_69e141b8,ST019,2025-04-01 17:16:46,2025-04-01 22:46:13,84.41,12.64,87.11,11,62.86,5.71,-0.22,INFEASIBLE
EV_7ef0ac79,ST013,2025-04-01 17:17:14,2025-04-02 01:43:30,91.39,11.82,80.06,7,62.37,8.91,-0.47,INFEASIBLE
EV_a0d742ac,ST018,2025-04-01 17:18:09,2025-04-02 01:51:45,91.0,13.38,83.82,7,64.11,9.16,-0.6,INFEASIBLE
EV_a3ee6bcb,ST008,2025-04-01 17:18:19,2025-04-01 19:26:56,83.31,10.81,84.07,22,61.03,2.77,-0.63,INFEASIBLE
EV_0debdcdc,ST019,2025-04-01 17:19:58,2025-04-01 22:17:21,79.85,11.84,93.02,11,64.82,5.89,-0.94,INFEASIBLE
EV_a1f2fd83,ST002,2025-04-01 17:20:05,2025-04-02 00:55:08,79.47,13.58,83.26,7,55.37,7.91,-0.33,INFEASIBLE
EV_e738abcc,ST014,2025-04-01 17:20:46,2025-04-02 01:50:53,74.88,17.39,98.14,7,60.46,8.64,-0.14,INFEASIBLE
EV_d7388a34,ST001,2025-04-01 17:21:32,2025-04-01 17:59:18,91.8,7.55,92.68,50,78.15,1.56,-0.93,INFEASIBLE
EV_1c094941,ST004,2025-04-01 17:21:55,2025-04-01 22:32:28,72.64,6.12,89.13,11,60.3,5.48,-0.31,INFEASIBLE
EV_f1cdb095,ST020,2025-04-01 17:22:20,2025-04-02 01:57:15,89.12,14.64,85.15,7,62.84,8.98,-0.4,INFEASIBLE
EV_3442fe12,ST003,2025-04-01 17:23:09,2025-04-02 02:45:16,98.32,18.7,89.17,7,69.28,9.9,-0.53,INFEASIBLE
EV_755c32a6,ST003,2025-04-01 17:23:48,2025-04-01 18:18:27,76.15,6.47,96.04,50,68.21,1.36,-0.45,INFEASIBLE
EV_b1054420,ST018,2025-04-01 17:24:29,2025-04-01 22:14:35,79.01,19.81,90.53,11,55.88,5.08,-0.25,INFEASIBLE
EV_c7229eca,ST008,2025-04-01 17:24:41,2025-04-01 23:13:15,83.86,8.77,86.57,11,65.24,5.93,-0.12,INFEASIBLE
EV_eae4dde0,ST013,2025-04-01 17:24:55,2025-04-01 23:52:45,87.46,7.67,91.91,11,73.67,6.7,-0.23,INFEASIBLE
EV_ad40703f,ST006,2025-04-01 17:24:56,2025-04-01 20:21:15,91.44,13.68,89.07,22,68.94,3.13,-0.19,INFEASIBLE
EV_751fe332,ST009,2025-04-01 17:26:16,2025-04-02 04:13:01,89.12,11.37,97.86,7,77.08,11.01,-0.23,INFEASIBLE
EV_fda29076,ST015,2025-04-01 17:26:36,2025-04-01 19:45:26,78.61,13.25,93.68,22,63.23,2.87,-0.56,INFEASIBLE
EV_181969f9,ST002,2025-04-01 17:27:05,2025-04-01 22:51:40,88.71,18.67,94.6,11,67.36,6.12,-0.71,INFEASIBLE
EV_7891c067,ST002,2025-04-01 17:27:22,2025-04-01 20:15:57,92.84,9.63,92.59,22,77.01,3.5,-0.69,INFEASIBLE
EV_46a2a8f7,ST016,2025-04-01 17:27:59,2025-04-02 04:24:49,89.15,7.27,98.63,7,81.45,11.64,-0.69,INFEASIBLE
EV_df6aaa66,ST006,2025-04-01 17:28:13,2025-04-01 19:54:27,92.63,16.3,83.97,22,62.68,2.85,-0.41,INFEASIBLE
EV_6bf5cb05,ST014,2025-04-01 17:28:15,2025-04-02 02:30:29,92.22,5.32,80.38,7,69.23,9.89,-0.85,INFEASIBLE
EV_0207bac4,ST012,2025-04-01 17:28:48,2025-04-01 17:36:51,77.49,17.69,83.42,50,50.94,1.02,-0.88,INFEASIBLE
EV_5598f495,ST020,2025-04-01 17:28:48,2025-04-01 19:24:46,77.08,15.86,87.93,22,55.55,2.53,-0.59,INFEASIBLE
EV_bcd890e7,ST009,2025-04-01 17:28:59,2025-04-01 21:31:55,79.95,19.0,87.78,11,54.99,5.0,-0.95,INFEASIBLE
EV_d3fd65e3,ST015,2025-04-01 17:29:32,2025-04-01 22:35:24,89.12,13.41,81.45,11,60.64,5.51,-0.41,INFEASIBLE
EV_f96570a1,ST007,2025-04-01 17:29:38,2025-04-02 00:59:57,80.63,13.09,86.04,7,58.83,8.4,-0.9,INFEASIBLE
EV_0da24353,ST013,2025-04-01 17:29:55,2025-04-01 19:48:16,88.9,15.27,81.16,22,58.57,2.66,-0.36,INFEASIBLE
EV_bb2203b3,ST007,2025-04-01 17:30:00,2025-04-01 20:02:15,98.19,16.72,87.39,22,69.39,3.15,-0.62,INFEASIBLE
EV_c540b9c1,ST003,2025-04-01 17:30:16,2025-04-01 20:10:09,94.77,13.72,94.01,22,76.1,3.46,-0.79,INFEASIBLE
EV_b96b6b4f,ST004,2025-04-01 17:30:46,2025-04-02 04:04:11,94.2,7.6,90.04,7,77.67,11.1,-0.54,INFEASIBLE
EV_db375aa7,ST020,2025-04-01 17:30:50,2025-04-02 00:14:05,73.9,19.93,88.58,7,50.73,7.25,-0.53,INFEASIBLE
EV_407a6c9f,ST019,2025-04-01 17:30:55,2025-04-01 19:19:55,95.24,17.94,80.44,22,59.53,2.71,-0.89,INFEASIBLE
EV_de60ef60,ST020,2025-04-01 17:30:55,2025-04-01 20:04:03,94.05,15.3,97.3,22,77.12,3.51,-0.95,INFEASIBLE
EV_c190ff92,ST016,2025-04-01 17:31:21,2025-04-01 17:54:27,79.17,8.8,85.65,50,60.85,1.22,-0.83,INFEASIBLE
EV_9389753c,ST016,2025-04-01 17:31:45,2025-04-01 19:45:57,82.39,15.04,90.77,22,62.39,2.84,-0.6,INFEASIBLE
EV_4ad7a0b5,ST011,2025-04-01 17:32:02,2025-04-01 20:26:14,99.65,10.71,84.83,22,73.86,3.36,-0.45,INFEASIBLE
EV_82f24870,ST017,2025-04-01 17:32:28,2025-04-02 01:37:15,95.11,19.29,83.54,7,61.1,8.73,-0.65,INFEASIBLE
EV_6c570b74,ST003,2025-04-01 17:32:40,2025-04-02 01:12:05,78.82,18.95,92.11,7,57.67,8.24,-0.58,INFEASIBLE
EV_8e22e0d4,ST004,2025-04-01 17:33:05,2025-04-02 04:37:47,95.65,14.98,96.83,7,78.3,11.19,-0.11,INFEASIBLE
EV_bba937fe,ST003,2025-04-01 17:33:45,2025-04-02 05:11:52,96.46,6.87,97.94,7,87.84,12.55,-0.91,INFEASIBLE
EV_879572e9,ST010,2025-04-01 17:33:54,2025-04-01 19:25:49,70.91,8.1,87.69,22,56.44,2.57,-0.7,INFEASIBLE
EV_2aa35027,ST007,2025-04-01 17:34:04,2025-04-02 03:26:42,81.99,7.55,94.28,7,71.12,10.16,-0.28,INFEASIBLE
EV_6a69d9e0,ST004,2025-04-01 17:34:16,2025-04-02 03:20:45,78.1,10.36,99.35,7,69.5,9.93,-0.15,INFEASIBLE
EV_553cae1c,ST018,2025-04-01 17:34:47,2025-04-01 22:38:57,85.21,10.7,87.11,11,65.11,5.92,-0.85,INFEASIBLE
EV_4a0d85aa,ST009,2025-04-01 17:35:24,2025-04-01 20:09:28,79.44,11.02,93.48,22,65.51,2.98,-0.41,INFEASIBLE
EV_23ecf628,ST012,2025-04-01 17:36:01,2025-04-01 22:11:10,75.03,11.49,85.37,11,55.43,5.04,-0.45,INFEASIBLE
EV_b66a0210,ST011,2025-04-01 17:36:07,2025-04-02 04:38:19,96.72,8.1,90.86,7,80.05,11.44,-0.4,INFEASIBLE
EV_b0324396,ST007,2025-04-01 17:36:09,2025-04-02 00:23:43,73.8,13.94,80.11,7,48.84,6.98,-0.18,INFEASIBLE
EV_ecb60925,ST010,2025-04-01 17:36:19,2025-04-01 23:46:01,71.04,18.02,83.43,7,46.46,6.64,-0.48,INFEASIBLE
EV_2a148058,ST005,2025-04-01 17:36:26,2025-04-02 02:50:25,91.7,16.76,93.97,7,70.81,10.12,-0.88,INFEASIBLE
EV_5c91958a,ST013,2025-04-01 17:37:28,2025-04-01 22:51:47,74.53,5.48,89.02,11,62.26,5.66,-0.42,INFEASIBLE
EV_f667bd52,ST005,2025-04-01 17:37:55,2025-04-01 23:01:59,97.86,17.23,87.4,11,68.67,6.24,-0.84,INFEASIBLE
EV_19cae47b,ST019,2025-04-01 17:38:03,2025-04-02 03:16:22,77.82,5.1,97.76,7,72.11,10.3,-0.66,INFEASIBLE
EV_01ff1d9a,ST002,2025-04-01 17:38:04,2025-04-02 02:19:31,76.68,8.64,92.97,7,64.66,9.24,-0.55,INFEASIBLE
EV_0d16e220,ST007,2025-04-01 17:38:36,2025-04-01 22:41:52,90.5,17.87,81.33,11,57.44,5.22,-0.17,INFEASIBLE
EV_37f714a3,ST011,2025-04-01 17:38:44,2025-04-01 19:23:54,77.6,12.43,88.02,22,58.65,2.67,-0.91,INFEASIBLE
EV_715a4edb,ST013,2025-04-01 17:38:51,2025-04-01 18:24:29,72.42,13.17,87.66,50,53.95,1.08,-0.32,INFEASIBLE
EV_0c67d17c,ST006,2025-04-01 17:39:12,2025-04-01 19:49:07,84.36,17.42,97.58,22,67.62,3.07,-0.91,INFEASIBLE
EV_42996362,ST013,2025-04-01 17:39:51,2025-04-01 18:08:37,90.74,17.97,84.2,50,60.1,1.2,-0.72,INFEASIBLE
EV_47d63ced,ST016,2025-04-01 17:39:52,2025-04-02 01:08:30,74.0,9.27,87.21,7,57.68,8.24,-0.76,INFEASIBLE
EV_79b6e38b,ST009,2025-04-01 17:41:13,2025-04-02 04:35:32,93.08,5.72,95.12,7,83.22,11.89,-0.98,INFEASIBLE
EV_6552e101,ST009,2025-04-01 17:41:23,2025-04-02 03:07:01,93.38,12.03,85.81,7,68.9,9.84,-0.42,INFEASIBLE
EV_82441cb6,ST013,2025-04-01 17:41:28,2025-04-02 00:08:57,95.6,9.23,90.71,11,77.89,7.08,-0.62,INFEASIBLE
EV_8d4f4299,ST018,2025-04-01 17:42:51,2025-04-02 05:12:20,89.42,5.27,99.82,7,84.55,12.08,-0.59,INFEASIBLE
EV_73527145,ST017,2025-04-01 17:43:25,2025-04-02 00:57:29,75.39,16.61,90.02,7,55.34,7.91,-0.67,INFEASIBLE
EV_25cc5f84,ST007,2025-04-01 17:43:37,2025-04-01 17:40:05,70.42,19.02,84.2,50,45.9,0.92,-0.98,INFEASIBLE
EV_2fb108c3,ST013,2025-04-01 17:43:58,2025-04-01 22:37:05,84.26,11.28,83.9,11,61.2,5.56,-0.68,INFEASIBLE
EV_3f13f677,ST015,2025-04-01 17:44:25,2025-04-01 23:45:02,73.24,19.34,80.67,7,44.92,6.42,-0.41,INFEASIBLE
EV_e2311374,ST001,2025-04-01 17:44:49,2025-04-01 18:12:57,89.82,14.35,92.37,50,70.08,1.4,-0.93,INFEASIBLE
EV_9e4a56ab,ST007,2025-04-01 17:44:54,2025-04-01 23:34:08,87.75,8.15,89.74,11,71.6,6.51,-0.69,INFEASIBLE
EV_d9e86e01,ST012,2025-04-01 17:45:23,2025-04-01 18:56:28,90.15,14.71,87.63,50,65.74,1.31,-0.13,INFEASIBLE
EV_1601b6fb,ST006,2025-04-01 17:45:27,2025-04-01 19:57:14,76.88,5.95,96.83,22,69.86,3.18,-0.98,INFEASIBLE
EV_aad2c82c,ST017,2025-04-01 17:45:29,2025-04-02 00:01:38,97.41,15.85,92.65,11,74.81,6.8,-0.53,INFEASIBLE
EV_5c0b188e,ST011,2025-04-01 17:45:35,2025-04-02 00:00:54,97.07,9.38,85.21,11,73.61,6.69,-0.44,INFEASIBLE
EV_4a87b268,ST009,2025-04-01 17:45:55,2025-04-02 03:10:22,90.01,11.54,87.13,7,68.04,9.72,-0.31,INFEASIBLE
EV_47437638,ST004,2025-04-01 17:45:57,2025-04-02 01:41:23,78.88,18.09,93.6,7,59.56,8.51,-0.58,INFEASIBLE
EV_b0d5f9f6,ST004,2025-04-01 17:46:16,2025-04-01 18:18:25,76.6,11.7,87.72,50,58.23,1.16,-0.63,INFEASIBLE
