ev_id,station_id,arrival_time,departure_deadline,battery_capacity_kWh,initial_soc,target_soc,max_charging_power_kW,energy_required_kWh,minimum_charging_time_h,flexibility_buffer_h,scenario
EV_0ec5825a,ST016,2025-04-01 10:56:02,2025-04-01 12:49:22,42.49,45.86,82.7,11,15.65,1.42,0.47,TIGHT_DEADLINE
EV_915effed,ST018,2025-04-01 10:59:53,2025-04-01 14:05:08,42.61,14.21,85.88,11,30.54,2.78,0.31,TIGHT_DEADLINE
EV_7664b310,ST007,2025-04-01 11:26:41,2025-04-01 15:40:31,97.85,46.91,93.21,11,45.3,4.12,0.11,TIGHT_DEADLINE
EV_71afc314,ST003,2025-04-01 11:28:27,2025-04-01 14:13:29,50.02,36.13,87.57,11,25.73,2.34,0.41,TIGHT_DEADLINE
EV_a0fd26cf,ST015,2025-04-01 13:02:46,2025-04-01 16:28:19,73.36,48.09,93.06,11,32.98,3.0,0.43,TIGHT_DEADLINE
EV_210a666f,ST012,2025-04-01 13:11:55,2025-04-01 17:51:15,64.5,10.11,81.01,11,45.73,4.16,0.5,TIGHT_DEADLINE
EV_462675e5,ST002,2025-04-01 14:12:55,2025-04-01 15:17:08,38.03,47.61,98.52,22,19.36,0.88,0.19,TIGHT_DEADLINE
EV_a5f13d98,ST008,2025-04-01 14:36:43,2025-04-01 22:29:38,69.01,22.37,97.64,7,51.94,7.42,0.46,TIGHT_DEADLINE
EV_4826a070,ST004,2025-04-01 15:01:43,2025-04-01 20:49:31,89.27,18.13,83.69,11,58.53,5.32,0.48,TIGHT_DEADLINE
EV_8018a19f,ST008,2025-04-01 15:41:28,2025-04-01 18:33:18,79.85,22.85,89.45,22,53.18,2.42,0.45,TIGHT_DEADLINE
EV_1c0916a1,ST020,2025-04-01 15:51:36,2025-04-01 21:20:07,51.07,16.34,87.67,7,36.43,5.2,0.27,TIGHT_DEADLINE
EV_ca6215dc,ST009,2025-04-01 16:11:44,2025-04-01 18:09:06,37.33,46.54,91.51,11,16.79,1.53,0.43,TIGHT_DEADLINE
EV_a4621fb1,ST001,2025-04-01 16:15:34,2025-04-01 18:15:36,73.43,41.27,94.79,22,39.3,1.79,0.21,TIGHT_DEADLINE
EV_36778e41,ST006,2025-04-01 16:39:33,2025-04-01 18:43:15,30.02,21.25,91.33,11,21.04,1.91,0.15,TIGHT_DEADLINE
EV_9e8041aa,ST008,2025-04-01 16:49:04,2025-04-01 22:44:23,82.69,50.93,97.91,7,38.84,5.55,0.37,TIGHT_DEADLINE
EV_ee5ee8f3,ST018,2025-04-01 16:53:40,2025-04-01 21:59:52,65.76,12.85,95.9,11,54.61,4.96,0.14,TIGHT_DEADLINE
EV_61aa7972,ST015,2025-04-01 16:56:51,2025-04-01 19:51:00,53.93,37.75,96.47,11,31.67,2.88,0.02,TIGHT_DEADLINE
EV_8523a7cf,ST015,2025-04-01 17:00:05,2025-04-01 18:01:02,54.6,21.54,97.25,50,41.34,0.83,0.19,TIGHT_DEADLINE
EV_df3c3f09,ST014,2025-04-01 17:00:33,2025-04-01 21:46:15,74.54,54.82,97.17,7,31.57,4.51,0.25,TIGHT_DEADLINE
EV_dc1e6877,ST015,2025-04-01 17:00:45,2025-04-01 21:23:41,87.7,42.37,94.95,11,46.11,4.19,0.19,TIGHT_DEADLINE
EV_a92efdc7,ST019,2025-04-01 17:02:09,2025-04-01 20:04:02,31.24,24.95,83.42,7,18.27,2.61,0.42,TIGHT_DEADLINE
EV_79a79f1d,ST019,2025-04-01 17:04:12,2025-04-01 18:39:01,93.16,58.53,95.59,22,34.53,1.57,0.01,TIGHT_DEADLINE
EV_15dff060,ST017,2025-04-01 17:04:32,2025-04-01 20:35:20,92.31,56.81,82.0,7,23.26,3.32,0.19,TIGHT_DEADLINE
EV_d8a90a2a,ST005,2025-04-01 17:04:58,2025-04-01 18:55:45,62.18,43.42,99.36,22,34.78,1.58,0.27,TIGHT_DEADLINE
EV_09644377,ST006,2025-04-01 17:05:17,2025-04-01 19:19:09,30.87,22.14,96.68,11,23.01,2.09,0.14,TIGHT_DEADLINE
EV_3a58ea18,ST019,2025-04-01 17:05:17,2025-04-01 22:37:13,55.79,31.32,95.91,7,36.03,5.15,0.38,TIGHT_DEADLINE
EV_1e9a1cde,ST015,2025-04-01 17:06:18,2025-04-01 17:46:49,36.01,54.92,87.38,50,11.69,0.23,0.44,TIGHT_DEADLINE
EV_c3e2791c,ST006,2025-04-01 17:06:20,2025-04-01 23:46:27,97.75,11.88,85.74,11,72.2,6.56,0.11,TIGHT_DEADLINE
EV_53a491fc,ST004,2025-04-01 17:06:27,2025-04-01 19:19:37,57.73,12.79,80.96,22,39.35,1.79,0.43,TIGHT_DEADLINE
EV_34a79996,ST005,2025-04-01 17:06:30,2025-04-01 22:24:08,72.24,36.25,83.58,7,34.19,4.88,0.41,TIGHT_DEADLINE
EV_c306432f,ST014,2025-04-01 17:06:43,2025-04-01 19:25:27,44.64,48.53,80.44,7,14.25,2.04,0.28,TIGHT_DEADLINE
EV_f4261fa9,ST007,2025-04-01 17:09:20,2025-04-01 21:01:28,36.0,14.77,87.24,7,26.09,3.73,0.14,TIGHT_DEADLINE
EV_44eb438e,ST005,2025-04-01 17:09:43,2025-04-01 20:11:10,77.21,59.07,98.09,11,30.13,2.74,0.29,TIGHT_DEADLINE
EV_c434cc1e,ST020,2025-04-01 17:09:55,2025-04-01 20:28:48,35.89,28.42,85.13,7,20.35,2.91,0.41,TIGHT_DEADLINE
EV_45f2a5c0,ST019,2025-04-01 17:09:58,2025-04-01 19:09:00,48.98,40.02,80.33,11,19.75,1.8,0.19,TIGHT_DEADLINE
EV_e2dc6269,ST003,2025-04-01 17:11:14,2025-04-01 21:10:17,81.62,44.58,94.87,11,41.05,3.73,0.25,TIGHT_DEADLINE
EV_3e0df414,ST020,2025-04-01 17:11:59,2025-04-01 20:05:29,72.05,19.71,93.05,22,52.85,2.4,0.49,TIGHT_DEADLINE
EV_94b61d2e,ST018,2025-04-01 17:12:13,2025-04-01 20:23:42,41.89,21.12,99.62,11,32.88,2.99,0.2,TIGHT_DEADLINE
EV_73c8848b,ST018,2025-04-01 17:12:27,2025-04-01 20:17:53,48.95,48.8,87.97,7,19.17,2.74,0.35,TIGHT_DEADLINE
EV_4b26ec3e,ST002,2025-04-01 17:12:40,2025-04-01 18:41:19,30.56,56.8,86.89,7,9.2,1.31,0.16,TIGHT_DEADLINE
EV_341cd97d,ST012,2025-04-01 17:12:45,2025-04-01 20:03:15,40.75,25.86,89.66,11,26.0,2.36,0.48,TIGHT_DEADLINE
EV_11d676f4,ST013,2025-04-01 17:12:45,2025-04-01 23:44:00,95.72,22.51,95.43,11,69.8,6.35,0.18,TIGHT_DEADLINE
EV_de1a8300,ST009,2025-04-01 17:12:55,2025-04-01 17:52:10,54.17,39.25,95.34,50,30.39,0.61,0.05,TIGHT_DEADLINE
EV_2ce54894,ST001,2025-04-01 17:13:03,2025-04-01 19:39:47,56.9,45.41,88.78,11,24.67,2.24,0.2,TIGHT_DEADLINE
EV_51b3e1dd,ST017,2025-04-01 17:13:10,2025-04-01 19:34:04,51.21,55.97,86.23,7,15.49,2.21,0.14,TIGHT_DEADLINE
EV_092577c2,ST008,2025-04-01 17:14:32,2025-04-01 20:41:40,54.14,37.16,81.32,7,23.91,3.42,0.04,TIGHT_DEADLINE
EV_61b7e339,ST018,2025-04-01 17:14:40,2025-04-01 22:56:10,77.59,11.46,85.33,11,57.31,5.21,0.48,TIGHT_DEADLINE
EV_9581de34,ST011,2025-04-01 17:15:25,2025-04-01 19:06:53,98.32,14.4,96.35,50,80.57,1.61,0.25,TIGHT_DEADLINE
EV_a4fd8486,ST006,2025-04-01 17:15:53,2025-04-01 20:34:30,40.93,11.99,96.88,11,34.74,3.16,0.15,TIGHT_DEADLINE
EV_cc3c3c80,ST016,2025-04-01 17:15:58,2025-04-01 22:38:00,43.4,19.21,99.34,7,34.78,4.97,0.4,TIGHT_DEADLINE
EV_16f0acf6,ST019,2025-04-01 17:16:25,2025-04-01 19:12:32,69.99,48.08,94.66,22,32.6,1.48,0.45,TIGHT_DEADLINE
EV_db50a962,ST018,2025-04-01 17:16:42,2025-04-01 19:41:27,66.95,30.24,94.07,22,42.74,1.94,0.47,TIGHT_DEADLINE
EV_4e5219b6,ST012,2025-04-01 17:17:42,2025-04-01 17:51:30,38.94,44.07,96.17,50,20.29,0.41,0.16,TIGHT_DEADLINE
EV_06eb0ce8,ST018,2025-04-01 17:18:48,2025-04-01 20:26:58,45.96,46.06,93.06,7,21.6,3.09,0.05,TIGHT_DEADLINE
EV_117cdc2f,ST003,2025-04-01 17:19:22,2025-04-01 20:30:06,46.67,37.84,83.06,7,21.1,3.01,0.16,TIGHT_DEADLINE
EV_ad3a3e65,ST017,2025-04-01 17:19:38,2025-04-01 19:02:01,51.53,15.4,80.24,22,33.41,1.52,0.19,TIGHT_DEADLINE
EV_841e48d0,ST004,2025-04-01 17:19:41,2025-04-01 19:32:31,62.86,58.27,81.55,7,14.63,2.09,0.12,TIGHT_DEADLINE
EV_efb872ac,ST011,2025-04-01 17:21:02,2025-04-01 18:24:49,81.2,48.48,90.21,50,33.89,0.68,0.39,TIGHT_DEADLINE
EV_e02e3d38,ST009,2025-04-01 17:21:57,2025-04-01 22:01:16,71.99,17.4,88.29,11,51.04,4.64,0.02,TIGHT_DEADLINE
EV_0cf27b49,ST020,2025-04-01 17:22:02,2025-04-01 20:40:16,45.1,28.43,99.26,11,31.94,2.9,0.4,TIGHT_DEADLINE
EV_d2c34b9d,ST018,2025-04-01 17:22:22,2025-04-01 18:49:59,84.97,31.73,93.33,50,52.34,1.05,0.41,TIGHT_DEADLINE
EV_e540b899,ST006,2025-04-01 17:22:43,2025-04-01 21:46:41,67.21,25.51,92.67,11,45.14,4.1,0.3,TIGHT_DEADLINE
EV_5530f029,ST013,2025-04-01 17:22:48,2025-04-02 02:08:21,87.28,28.05,95.83,7,59.16,8.45,0.31,TIGHT_DEADLINE
EV_f45de60c,ST005,2025-04-01 17:23:34,2025-04-01 19:09:58,48.55,49.48,85.35,11,17.42,1.58,0.19,TIGHT_DEADLINE
EV_6ae041e3,ST019,2025-04-01 17:23:46,2025-04-01 19:32:33,88.79,38.55,89.17,22,44.94,2.04,0.1,TIGHT_DEADLINE
EV_108d434b,ST017,2025-04-01 17:24:11,2025-04-02 01:52:03,88.57,33.54,98.66,7,57.68,8.24,0.22,TIGHT_DEADLINE
EV_791a3226,ST011,2025-04-01 17:24:16,2025-04-01 19:21:57,82.72,47.5,91.26,22,36.2,1.65,0.32,TIGHT_DEADLINE
EV_eec209ab,ST006,2025-04-01 17:25:04,2025-04-02 00:25:34,85.17,29.05,83.36,7,46.26,6.61,0.4,TIGHT_DEADLINE
EV_f3d9fada,ST002,2025-04-01 17:25:39,2025-04-01 20:30:58,84.83,26.93,95.46,22,58.13,2.64,0.45,TIGHT_DEADLINE
EV_d4a6748f,ST020,2025-04-01 17:26:40,2025-04-01 20:06:01,30.11,45.54,96.3,7,15.29,2.18,0.47,TIGHT_DEADLINE
EV_ca8bafc3,ST017,2025-04-01 17:26:57,2025-04-01 22:51:11,56.81,27.44,93.53,7,37.54,5.36,0.04,TIGHT_DEADLINE
EV_b9bf07c5,ST005,2025-04-01 17:27:44,2025-04-01 18:34:57,31.16,28.26,96.17,22,21.16,0.96,0.16,TIGHT_DEADLINE
EV_d3ec4b5d,ST006,2025-04-01 17:27:50,2025-04-01 19:25:43,41.85,51.89,97.25,11,18.98,1.73,0.24,TIGHT_DEADLINE
EV_a0306816,ST003,2025-04-01 17:28:22,2025-04-01 19:07:16,56.25,36.42,90.52,22,30.43,1.38,0.27,TIGHT_DEADLINE
EV_0b992065,ST013,2025-04-01 17:28:37,2025-04-01 23:56:44,89.15,34.08,81.03,7,41.86,5.98,0.49,TIGHT_DEADLINE
EV_5e4341fc,ST010,2025-04-01 17:29:06,2025-04-01 19:33:12,45.53,41.75,86.74,11,20.48,1.86,0.21,TIGHT_DEADLINE
EV_e0def29e,ST010,2025-04-01 17:29:50,2025-04-01 19:55:22,36.86,49.2,93.72,7,16.41,2.34,0.08,TIGHT_DEADLINE
EV_d34f106d,ST003,2025-04-01 17:30:01,2025-04-01 19:38:57,42.86,39.79,85.36,11,19.53,1.78,0.37,TIGHT_DEADLINE
EV_df90d12c,ST016,2025-04-01 17:30:06,2025-04-02 00:18:36,98.5,40.33,87.73,7,46.69,6.67,0.14,TIGHT_DEADLINE
EV_bc30eadc,ST003,2025-04-01 17:30:49,2025-04-01 21:02:51,55.17,50.95,94.68,7,24.13,3.45,0.09,TIGHT_DEADLINE
EV_241a6728,ST005,2025-04-01 17:31:35,2025-04-01 19:11:11,85.48,59.81,98.29,22,32.89,1.5,0.16,TIGHT_DEADLINE
EV_3377b27f,ST016,2025-04-01 17:31:58,2025-04-01 22:12:28,64.8,48.18,94.92,7,30.29,4.33,0.35,TIGHT_DEADLINE
EV_63fc1fd1,ST007,2025-04-01 17:32:30,2025-04-01 20:12:05,75.44,23.14,90.56,22,50.86,2.31,0.35,TIGHT_DEADLINE
EV_1119a557,ST003,2025-04-01 17:32:36,2025-04-01 21:44:22,99.72,42.02,84.14,11,42.0,3.82,0.38,TIGHT_DEADLINE
EV_00947a12,ST018,2025-04-01 17:32:50,2025-04-01 18:02:56,38.73,30.79,95.0,50,24.87,0.5,0.0,TIGHT_DEADLINE
EV_add97519,ST003,2025-04-01 17:33:11,2025-04-02 00:33:10,90.42,36.25,88.34,7,47.1,6.73,0.27,TIGHT_DEADLINE
EV_6b359803,ST020,2025-04-01 17:34:05,2025-04-01 20:20:27,39.34,12.87,90.16,11,30.41,2.76,0.01,TIGHT_DEADLINE
EV_d9ca767c,ST004,2025-04-01 17:34:26,2025-04-01 20:41:25,45.33,10.11,84.51,11,33.73,3.07,0.05,TIGHT_DEADLINE
EV_685ec9c6,ST016,2025-04-01 17:34:44,2025-04-01 20:28:29,62.45,43.07,88.89,11,28.62,2.6,0.29,TIGHT_DEADLINE
EV_607577cf,ST007,2025-04-01 17:34:51,2025-04-01 20:50:25,39.49,34.04,89.63,7,21.95,3.14,0.12,TIGHT_DEADLINE
EV_274888f7,ST008,2025-04-01 17:34:51,2025-04-01 18:18:56,46.83,56.28,97.28,50,19.2,0.38,0.35,TIGHT_DEADLINE
EV_c720d83a,ST006,2025-04-01 17:34:55,2025-04-01 19:15:02,95.67,46.42,83.3,22,35.29,1.6,0.06,TIGHT_DEADLINE
EV_a0dba4cf,ST007,2025-04-01 17:35:34,2025-04-01 23:45:37,87.55,46.02,95.09,7,42.96,6.14,0.03,TIGHT_DEADLINE
EV_0538e985,ST019,2025-04-01 17:36:06,2025-04-01 19:06:06,72.65,19.47,91.37,50,52.23,1.04,0.46,TIGHT_DEADLINE
EV_6e1e3d79,ST001,2025-04-01 17:38:09,2025-04-02 03:32:50,84.27,14.05,94.99,7,68.2,9.74,0.17,TIGHT_DEADLINE
EV_eb44cbff,ST005,2025-04-01 17:38:32,2025-04-01 20:10:40,65.1,47.18,89.6,11,27.62,2.51,0.02,TIGHT_DEADLINE
EV_bc0b7ebe,ST005,2025-04-01 17:39:01,2025-04-01 20:10:18,44.57,37.0,93.36,11,25.12,2.28,0.24,TIGHT_DEADLINE
EV_5dcea0ec,ST014,2025-04-01 17:39:17,2025-04-01 18:05:30,32.87,49.4,92.94,50,14.31,0.29,0.15,TIGHT_DEADLINE
EV_4b056e1b,ST011,2025-04-01 17:39:57,2025-04-01 18:53:51,35.21,39.99,90.45,22,17.77,0.81,0.42,TIGHT_DEADLINE
EV_78af9214,ST006,2025-04-01 17:40:35,2025-04-01 19:31:16,67.98,36.26,91.46,22,37.52,1.71,0.14,TIGHT_DEADLINE
EV_d978baae,ST002,2025-04-01 17:40:41,2025-04-01 19:26:37,50.55,17.32,85.9,22,34.67,1.58,0.19,TIGHT_DEADLINE
EV_170b3217,ST003,2025-04-01 17:40:49,2025-04-01 18:19:46,47.44,28.91,94.67,50,31.2,0.62,0.03,TIGHT_DEADLINE
EV_c07241ef,ST018,2025-04-01 17:42:22,2025-04-01 21:49:50,57.82,45.69,93.58,7,27.69,3.96,0.17,TIGHT_DEADLINE
EV_b61be0a3,ST013,2025-04-01 17:42:25,2025-04-01 18:12:59,55.71,57.38,89.19,50,17.72,0.35,0.15,TIGHT_DEADLINE
EV_cfbbc84e,ST010,2025-04-01 17:42:41,2025-04-01 20:26:48,34.34,30.04,85.15,7,18.92,2.7,0.03,TIGHT_DEADLINE
EV_a2492a6e,ST014,2025-04-01 17:43:25,2025-04-01 18:58:55,44.11,40.9,98.62,22,25.46,1.16,0.1,TIGHT_DEADLINE
EV_730db7c4,ST003,2025-04-01 17:44:19,2025-04-01 19:55:08,95.01,55.33,96.97,22,39.55,1.8,0.38,TIGHT_DEADLINE
EV_acd4207f,ST016,2025-04-01 17:44:49,2025-04-01 21:11:27,40.89,12.21,94.11,11,33.49,3.04,0.4,TIGHT_DEADLINE
EV_27f2a053,ST001,2025-04-01 17:44:56,2025-04-01 22:49:23,97.48,25.14,80.93,11,54.38,4.94,0.13,TIGHT_DEADLINE
EV_d45d3c0c,ST013,2025-04-01 17:45:04,2025-04-01 20:19:08,46.75,54.44,86.92,7,15.18,2.17,0.4,TIGHT_DEADLINE
EV_2f0d9e97,ST005,2025-04-01 17:45:09,2025-04-01 21:51:03,53.86,14.93,92.31,11,41.68,3.79,0.31,TIGHT_DEADLINE
EV_a6b129cc,ST017,2025-04-01 17:46:34,2025-04-01 20:24:29,49.21,29.25,80.09,11,25.02,2.27,0.36,TIGHT_DEADLINE
EV_c8807ffc,ST020,2025-04-01 17:47:05,2025-04-01 18:59:18,86.41,37.99,92.01,50,46.68,0.93,0.27,TIGHT_DEADLINE
EV_00829b8c,ST003,2025-04-01 17:47:05,2025-04-01 21:54:44,46.37,39.86,98.4,7,27.15,3.88,0.25,TIGHT_DEADLINE
EV_f7120695,ST007,2025-04-01 17:47:15,2025-04-01 23:53:29,75.46,13.23,96.9,11,63.14,5.74,0.36,TIGHT_DEADLINE
EV_c39b9854,ST010,2025-04-01 17:48:32,2025-04-01 20:42:37,62.85,44.54,93.71,11,30.91,2.81,0.09,TIGHT_DEADLINE
EV_8fb8c790,ST013,2025-04-01 17:48:59,2025-04-01 21:25:40,62.54,24.1,84.37,11,37.69,3.43,0.19,TIGHT_DEADLINE
EV_98ea53b8,ST008,2025-04-01 17:49:03,2025-04-01 20:52:50,79.1,49.59,90.35,11,32.25,2.93,0.13,TIGHT_DEADLINE
EV_6072c27d,ST001,2025-04-01 17:49:16,2025-04-01 20:32:56,90.21,54.31,84.84,11,27.54,2.5,0.22,TIGHT_DEADLINE
EV_6649f66e,ST014,2025-04-01 17:50:01,2025-04-01 20:09:10,60.02,47.31,81.63,11,20.6,1.87,0.45,TIGHT_DEADLINE
EV_db56c6fd,ST013,2025-04-01 17:50:51,2025-04-01 18:47:53,53.09,58.53,95.39,22,19.57,0.89,0.06,TIGHT_DEADLINE
EV_1b8db0b8,ST018,2025-04-01 17:51:35,2025-04-01 19:56:37,65.19,20.28,81.43,22,39.87,1.81,0.27,TIGHT_DEADLINE
