ev_id,station_id,arrival_time,departure_deadline,battery_capacity_kWh,initial_soc,target_soc,max_charging_power_kW,energy_required_kWh,minimum_charging_time_h,flexibility_buffer_h,scenario
EV_cff3451a,ST018,2025-04-01 09:08:03,2025-04-01 18:31:15,84.33,9.21,96.66,11,73.75,6.7,2.68,HIGH_STRESS
EV_8f9919e4,ST006,2025-04-01 09:22:05,2025-04-01 22:39:41,89.4,7.51,93.03,7,76.46,10.92,2.37,HIGH_STRESS
EV_2e85d4a8,ST010,2025-04-01 09:22:17,2025-04-01 19:28:41,78.55,12.09,98.93,11,68.21,6.2,3.91,HIGH_STRESS
EV_f1696640,ST019,2025-04-01 09:31:44,2025-04-01 17:43:05,73.91,19.52,85.17,7,48.52,6.93,1.26,HIGH_STRESS
EV_c73fdd28,ST009,2025-04-01 09:38:50,2025-04-01 13:54:49,99.04,18.22,89.67,50,70.77,1.42,2.85,HIGH_STRESS
EV_879d5087,ST008,2025-04-01 09:57:10,2025-04-01 16:06:54,83.28,14.84,96.57,22,68.06,3.09,3.07,HIGH_STRESS
EV_5c56034f,ST016,2025-04-01 10:09:50,2025-04-01 18:37:35,82.92,6.43,81.99,11,62.66,5.7,2.77,HIGH_STRESS
EV_bce18b32,ST016,2025-04-01 10:16:54,2025-04-01 21:19:56,99.26,7.53,92.32,11,84.16,7.65,3.4,HIGH_STRESS
EV_fc85bdb8,ST020,2025-04-01 10:40:18,2025-04-01 18:46:38,70.67,6.04,84.29,11,55.3,5.03,3.08,HIGH_STRESS
EV_caa53c0e,ST014,2025-04-01 10:40:35,2025-04-01 21:10:45,81.65,16.09,87.51,7,58.32,8.33,2.17,HIGH_STRESS
EV_41b33613,ST012,2025-04-01 11:32:19,2025-04-01 23:28:46,83.12,16.7,88.45,7,59.64,8.52,3.42,HIGH_STRESS
EV_b349c3dd,ST019,2025-04-01 11:55:11,2025-04-01 17:52:40,74.32,16.6,91.63,22,55.77,2.53,3.42,HIGH_STRESS
EV_6561a0f0,ST013,2025-04-01 11:58:14,2025-04-01 16:48:41,85.86,8.72,84.53,50,65.09,1.3,3.54,HIGH_STRESS
EV_cee4114d,ST019,2025-04-01 12:18:58,2025-04-02 01:11:46,92.44,9.98,83.38,7,67.84,9.69,3.19,HIGH_STRESS
EV_811f784c,ST003,2025-04-01 12:41:31,2025-04-01 19:40:47,80.64,5.51,85.21,11,64.27,5.84,1.15,HIGH_STRESS
EV_e043c75f,ST004,2025-04-01 12:46:27,2025-04-02 00:59:00,87.98,12.33,95.77,7,73.42,10.49,1.72,HIGH_STRESS
EV_002b2b32,ST008,2025-04-01 13:14:44,2025-04-01 18:35:06,90.8,14.52,86.97,22,65.79,2.99,2.35,HIGH_STRESS
EV_82b4bd9f,ST009,2025-04-01 13:29:52,2025-04-02 01:54:12,94.2,15.24,86.11,7,66.75,9.54,2.87,HIGH_STRESS
EV_a805cc8c,ST014,2025-04-01 13:47:14,2025-04-01 21:43:09,87.28,6.48,85.07,11,68.6,6.24,1.7,HIGH_STRESS
EV_2dd70010,ST019,2025-04-01 13:53:49,2025-04-01 18:43:07,79.73,6.0,87.19,22,64.73,2.94,1.88,HIGH_STRESS
EV_4785a804,ST001,2025-04-01 13:57:32,2025-04-01 22:31:40,83.92,12.06,95.44,11,69.97,6.36,2.21,HIGH_STRESS
EV_81e20594,ST006,2025-04-01 14:15:21,2025-04-01 20:37:35,81.97,19.81,91.09,22,58.43,2.66,3.71,HIGH_STRESS
EV_c8e87cb1,ST008,2025-04-01 14:48:18,2025-04-01 20:38:20,88.96,5.31,83.75,22,69.78,3.17,2.66,HIGH_STRESS
EV_900695f0,ST005,2025-04-01 14:58:31,2025-04-01 21:20:40,80.13,9.32,98.32,22,71.31,3.24,3.13,HIGH_STRESS
EV_abebd045,ST008,2025-04-01 15:25:58,2025-04-02 03:37:13,82.9,16.29,87.17,7,58.75,8.39,3.79,HIGH_STRESS
EV_f8d04983,ST017,2025-04-01 15:44:17,2025-04-01 22:19:58,73.93,15.76,87.16,11,52.79,4.8,1.8,HIGH_STRESS
EV_e4680b24,ST010,2025-04-01 16:24:47,2025-04-01 21:23:27,86.69,11.11,99.76,50,76.86,1.54,3.44,HIGH_STRESS
EV_1f2964de,ST016,2025-04-01 16:36:03,2025-04-02 06:31:13,98.86,9.49,89.47,7,79.07,11.3,2.62,HIGH_STRESS
EV_5137a3ad,ST003,2025-04-01 16:43:21,2025-04-02 00:26:32,95.35,18.92,87.66,11,65.55,5.96,1.76,HIGH_STRESS
EV_d6a93335,ST016,2025-04-01 17:00:11,2025-04-01 21:27:47,88.86,5.78,94.84,50,79.14,1.58,2.88,HIGH_STRESS
EV_4f914823,ST004,2025-04-01 17:00:12,2025-04-01 23:40:37,74.64,11.21,93.99,22,61.79,2.81,3.86,HIGH_STRESS
EV_b82bfa9b,ST009,2025-04-01 17:00:58,2025-04-02 06:17:36,87.49,15.03,97.31,7,71.99,10.28,2.99,HIGH_STRESS
EV_185f8ea4,ST005,2025-04-01 17:01:43,2025-04-02 02:38:03,94.28,10.96,89.95,11,74.48,6.77,2.83,HIGH_STRESS
EV_e8822eb8,ST014,2025-04-01 17:02:05,2025-04-01 22:18:28,90.36,11.29,81.59,22,63.52,2.89,2.39,HIGH_STRESS
EV_5fe0a957,ST020,2025-04-01 17:02:15,2025-04-02 04:35:10,90.09,19.34,98.79,7,71.57,10.22,1.32,HIGH_STRESS
EV_b164d845,ST010,2025-04-01 17:02:23,2025-04-02 03:31:41,97.06,13.05,93.21,11,77.8,7.07,3.42,HIGH_STRESS
EV_9303e0a9,ST008,2025-04-01 17:02:25,2025-04-01 21:16:13,88.35,7.69,97.64,50,79.47,1.59,2.64,HIGH_STRESS
EV_888a0d52,ST004,2025-04-01 17:03:12,2025-04-02 00:58:14,82.02,7.21,95.87,11,72.72,6.61,1.31,HIGH_STRESS
EV_b4e0c495,ST012,2025-04-01 17:04:11,2025-04-01 22:23:33,89.72,5.12,81.91,22,68.9,3.13,2.19,HIGH_STRESS
EV_aec9024f,ST004,2025-04-01 17:04:16,2025-04-02 02:01:45,73.28,9.2,83.79,11,54.66,4.97,3.99,HIGH_STRESS
EV_c693bbed,ST004,2025-04-01 17:05:07,2025-04-02 02:51:25,86.75,6.87,95.99,11,77.31,7.03,2.74,HIGH_STRESS
EV_8646ce88,ST004,2025-04-01 17:05:29,2025-04-02 08:10:18,95.87,9.96,94.56,7,81.1,11.59,3.49,HIGH_STRESS
EV_3db0f7d2,ST009,2025-04-01 17:05:33,2025-04-01 21:34:00,84.36,17.94,96.87,22,66.59,3.03,1.45,HIGH_STRESS
EV_2f97205a,ST015,2025-04-01 17:06:04,2025-04-02 01:54:54,73.13,17.05,84.28,7,49.16,7.02,1.79,HIGH_STRESS
EV_7d21fd21,ST020,2025-04-01 17:06:19,2025-04-02 03:25:52,86.19,10.42,83.74,7,63.2,9.03,1.3,HIGH_STRESS
EV_c57bc8b8,ST001,2025-04-01 17:07:48,2025-04-02 05:10:01,82.08,9.92,99.47,7,73.5,10.5,1.54,HIGH_STRESS
EV_4c6f3c7c,ST019,2025-04-01 17:07:55,2025-04-01 22:20:28,80.32,8.47,81.4,22,58.57,2.66,2.55,HIGH_STRESS
EV_b49e97bf,ST012,2025-04-01 17:08:11,2025-04-02 00:47:59,83.12,16.58,84.69,11,56.61,5.15,2.52,HIGH_STRESS
EV_ff773488,ST003,2025-04-01 17:08:40,2025-04-02 00:00:51,84.93,12.32,96.89,22,71.82,3.26,3.61,HIGH_STRESS
EV_8a7aef76,ST016,2025-04-01 17:08:43,2025-04-01 19:48:21,84.31,17.2,82.48,50,55.04,1.1,1.56,HIGH_STRESS
EV_61b5dae1,ST002,2025-04-01 17:09:11,2025-04-02 03:20:08,84.48,6.12,97.35,11,77.08,7.01,3.18,HIGH_STRESS
EV_619157f8,ST020,2025-04-01 17:09:30,2025-04-02 02:35:02,72.81,18.05,93.7,7,55.08,7.87,1.56,HIGH_STRESS
EV_b46109c3,ST015,2025-04-01 17:11:12,2025-04-01 22:06:11,80.41,9.76,82.44,50,58.44,1.17,3.75,HIGH_STRESS
EV_94a1777a,ST014,2025-04-01 17:11:16,2025-04-02 03:50:56,74.09,8.32,93.17,7,62.87,8.98,1.68,HIGH_STRESS
EV_a717b455,ST018,2025-04-01 17:12:05,2025-04-02 00:34:44,88.66,7.22,95.01,22,77.83,3.54,3.84,HIGH_STRESS
EV_2cdc3434,ST006,2025-04-01 17:12:08,2025-04-02 01:16:33,76.67,10.12,89.17,11,60.62,5.51,2.56,HIGH_STRESS
EV_e189997e,ST004,2025-04-01 17:12:14,2025-04-02 00:55:26,76.12,10.68,98.93,11,67.17,6.11,1.61,HIGH_STRESS
EV_16017a1c,ST020,2025-04-01 17:12:56,2025-04-01 23:45:29,83.25,18.95,86.22,22,56.0,2.55,4.0,HIGH_STRESS
EV_063173fb,ST005,2025-04-01 17:13:27,2025-04-02 03:48:14,87.46,19.59,92.72,7,63.95,9.14,1.44,HIGH_STRESS
EV_59021915,ST019,2025-04-01 17:14:25,2025-04-02 06:23:50,96.96,5.6,91.61,7,83.4,11.91,1.24,HIGH_STRESS
EV_2bf20ff6,ST020,2025-04-01 17:15:02,2025-04-02 00:45:15,87.02,5.59,83.6,11,67.89,6.17,1.33,HIGH_STRESS
EV_2e99c1f6,ST013,2025-04-01 17:15:18,2025-04-01 21:49:02,89.93,19.89,94.88,22,67.44,3.07,1.5,HIGH_STRESS
EV_d573d50f,ST010,2025-04-01 17:15:44,2025-04-01 23:43:36,76.82,19.69,98.22,22,60.33,2.74,3.72,HIGH_STRESS
EV_16301d8e,ST008,2025-04-01 17:16:52,2025-04-01 20:53:50,99.38,11.41,81.69,50,69.85,1.4,2.22,HIGH_STRESS
EV_1c3012d7,ST010,2025-04-01 17:17:06,2025-04-01 21:17:27,88.59,15.64,83.43,22,60.05,2.73,1.28,HIGH_STRESS
EV_21e2f568,ST019,2025-04-01 17:17:29,2025-04-02 00:32:17,77.73,16.64,84.59,11,52.82,4.8,2.45,HIGH_STRESS
EV_21caa7db,ST019,2025-04-01 17:17:58,2025-04-02 00:55:56,98.75,5.78,95.49,22,88.58,4.03,3.61,HIGH_STRESS
EV_66ec1b23,ST008,2025-04-01 17:18:06,2025-04-02 00:26:49,83.06,6.99,87.06,11,66.51,6.05,1.1,HIGH_STRESS
EV_f4773565,ST017,2025-04-01 17:18:09,2025-04-01 23:43:52,99.28,5.51,90.99,22,84.86,3.86,2.57,HIGH_STRESS
EV_1fd77e79,ST011,2025-04-01 17:18:30,2025-04-01 20:23:17,71.5,19.42,81.21,50,44.18,0.88,2.2,HIGH_STRESS
EV_d6f81e32,ST004,2025-04-01 17:18:55,2025-04-02 03:17:31,93.08,7.42,87.85,11,74.87,6.81,3.17,HIGH_STRESS
EV_b2679769,ST015,2025-04-01 17:19:54,2025-04-01 22:33:33,79.72,6.24,97.77,50,72.97,1.46,3.77,HIGH_STRESS
EV_84e3d434,ST004,2025-04-01 17:21:09,2025-04-01 23:15:03,81.9,18.99,89.14,22,57.45,2.61,3.29,HIGH_STRESS
EV_1b20dc2f,ST003,2025-04-01 17:21:28,2025-04-02 03:26:02,84.41,9.9,80.97,7,59.99,8.57,1.51,HIGH_STRESS
EV_5359bded,ST003,2025-04-01 17:21:30,2025-04-01 20:35:40,77.32,10.03,91.76,50,63.19,1.26,1.97,HIGH_STRESS
EV_4612d10a,ST016,2025-04-01 17:21:35,2025-04-01 22:42:53,85.9,16.35,89.19,22,62.58,2.84,2.51,HIGH_STRESS
EV_e72ef13f,ST012,2025-04-01 17:21:40,2025-04-02 00:08:36,98.92,18.45,94.41,22,75.14,3.42,3.37,HIGH_STRESS
EV_b8b49733,ST013,2025-04-01 17:22:08,2025-04-02 04:59:36,75.96,18.16,88.89,7,53.72,7.67,3.95,HIGH_STRESS
EV_cb1c9a9b,ST016,2025-04-01 17:22:48,2025-04-02 03:46:44,72.02,12.54,98.65,7,62.02,8.86,1.54,HIGH_STRESS
EV_5d438a58,ST014,2025-04-01 17:23:16,2025-04-02 02:34:50,97.52,18.11,82.02,11,62.32,5.67,3.53,HIGH_STRESS
EV_a59ea1e0,ST011,2025-04-01 17:23:29,2025-04-02 02:01:53,73.62,8.65,99.63,11,66.98,6.09,2.55,HIGH_STRESS
EV_edadebd4,ST006,2025-04-01 17:23:48,2025-04-02 04:58:24,93.62,10.55,86.98,7,71.55,10.22,1.35,HIGH_STRESS
EV_8eef6f04,ST020,2025-04-01 17:24:30,2025-04-02 02:53:46,94.56,12.24,88.77,11,72.38,6.58,2.91,HIGH_STRESS
EV_b9fe6d17,ST007,2025-04-01 17:24:43,2025-04-02 06:48:45,97.09,11.98,89.72,7,75.48,10.78,2.62,HIGH_STRESS
EV_890418b4,ST005,2025-04-01 17:24:48,2025-04-02 01:35:31,89.9,7.69,88.32,11,72.49,6.59,1.59,HIGH_STRESS
EV_14049d19,ST004,2025-04-01 17:24:50,2025-04-02 03:16:04,70.48,7.2,89.99,7,58.35,8.34,1.52,HIGH_STRESS
EV_13b7dbc8,ST005,2025-04-01 17:26:30,2025-04-02 06:48:57,92.6,8.06,87.12,7,73.21,10.46,2.92,HIGH_STRESS
EV_e40f8c88,ST004,2025-04-01 17:26:57,2025-04-02 02:24:52,98.65,15.98,96.32,11,79.25,7.2,1.76,HIGH_STRESS
EV_773dd3f9,ST014,2025-04-01 17:28:39,2025-04-02 07:37:25,93.41,6.37,97.51,7,85.14,12.16,1.98,HIGH_STRESS
EV_877086bf,ST014,2025-04-01 17:28:43,2025-04-01 20:53:56,78.22,19.86,94.88,50,58.68,1.17,2.25,HIGH_STRESS
EV_63b8acb9,ST010,2025-04-01 17:29:16,2025-04-01 22:25:46,82.96,14.44,89.52,22,62.28,2.83,2.11,HIGH_STRESS
EV_8748e26b,ST016,2025-04-01 17:29:34,2025-04-02 02:45:53,70.21,13.32,94.43,7,56.95,8.14,1.14,HIGH_STRESS
EV_93d8b004,ST007,2025-04-01 17:30:52,2025-04-02 08:31:37,94.18,12.4,96.08,7,78.81,11.26,3.75,HIGH_STRESS
EV_f7b4d224,ST012,2025-04-01 17:31:51,2025-04-02 07:26:11,85.61,9.29,99.69,7,77.39,11.06,2.85,HIGH_STRESS
EV_6d34498d,ST011,2025-04-01 17:32:05,2025-04-02 03:10:27,91.1,7.35,88.79,11,74.19,6.74,2.9,HIGH_STRESS
EV_461258e9,ST006,2025-04-01 17:32:44,2025-04-01 23:28:38,83.74,6.33,87.81,22,68.23,3.1,2.83,HIGH_STRESS
EV_553ee124,ST012,2025-04-01 17:32:53,2025-04-02 04:43:15,71.02,13.73,84.98,7,50.6,7.23,3.94,HIGH_STRESS
EV_8f87ed54,ST005,2025-04-01 17:33:08,2025-04-02 02:23:05,93.42,12.06,91.7,11,74.4,6.76,2.07,HIGH_STRESS
EV_16831950,ST009,2025-04-01 17:33:15,2025-04-02 00:56:28,78.29,10.58,89.39,11,61.7,5.61,1.78,HIGH_STRESS
EV_861f5529,ST011,2025-04-01 17:33:39,2025-04-02 07:32:31,87.81,11.8,99.66,7,77.15,11.02,2.96,HIGH_STRESS
EV_8af3b4eb,ST018,2025-04-01 17:34:11,2025-04-02 00:03:12,93.35,11.82,94.42,22,77.1,3.5,2.98,HIGH_STRESS
EV_ffd3e6bc,ST014,2025-04-01 17:35:08,2025-04-01 22:59:18,82.61,7.11,85.6,22,64.84,2.95,2.46,HIGH_STRESS
EV_144f03e6,ST006,2025-04-01 17:35:08,2025-04-02 07:13:12,85.71,6.27,99.47,7,79.88,11.41,2.22,HIGH_STRESS
EV_01584dcd,ST004,2025-04-01 17:36:02,2025-04-02 07:45:34,99.58,12.95,88.72,7,75.45,10.78,3.38,HIGH_STRESS
EV_a8b4dc8a,ST001,2025-04-01 17:36:06,2025-04-01 20:24:22,93.53,6.0,80.72,50,69.89,1.4,1.41,HIGH_STRESS
EV_4a55000c,ST004,2025-04-01 17:36:38,2025-04-02 01:30:11,78.98,15.05,99.64,11,66.81,6.07,1.82,HIGH_STRESS
EV_135beb0d,ST008,2025-04-01 17:37:23,2025-04-01 23:36:05,78.44,8.01,81.18,22,57.4,2.61,3.37,HIGH_STRESS
EV_ed9c9771,ST004,2025-04-01 17:37:38,2025-04-01 23:05:14,93.12,14.69,94.94,22,74.73,3.4,2.06,HIGH_STRESS
EV_2556f913,ST014,2025-04-01 17:37:44,2025-04-02 05:47:19,70.67,9.56,96.14,7,61.19,8.74,3.42,HIGH_STRESS
EV_9018d530,ST016,2025-04-01 17:38:21,2025-04-02 04:45:12,75.22,16.68,87.7,7,53.43,7.63,3.48,HIGH_STRESS
EV_452478bb,ST009,2025-04-01 17:40:01,2025-04-02 03:48:52,81.15,12.23,88.5,7,61.9,8.84,1.31,HIGH_STRESS
EV_d94af38a,ST011,2025-04-01 17:40:16,2025-04-02 03:51:34,81.59,18.8,88.24,7,56.65,8.09,2.1,HIGH_STRESS
EV_b86c6058,ST019,2025-04-01 17:40:18,2025-04-01 21:13:43,72.67,15.93,80.94,50,47.24,0.94,2.61,HIGH_STRESS
EV_a98ac069,ST018,2025-04-01 17:40:44,2025-04-02 00:46:29,74.42,6.41,81.3,11,55.73,5.07,2.03,HIGH_STRESS
EV_4301ceb9,ST006,2025-04-01 17:40:49,2025-04-02 01:54:13,77.57,5.57,96.66,11,70.66,6.42,1.8,HIGH_STRESS
EV_80fa7024,ST017,2025-04-01 17:40:58,2025-04-02 00:50:05,71.67,7.42,82.38,11,53.73,4.88,2.27,HIGH_STRESS
EV_d9600fc3,ST001,2025-04-01 17:41:22,2025-04-02 08:22:26,88.45,6.16,91.49,7,75.47,10.78,3.9,HIGH_STRESS
EV_37245515,ST007,2025-04-01 17:41:49,2025-04-02 04:29:01,85.03,19.64,84.85,7,55.44,7.92,2.87,HIGH_STRESS
EV_f3392fe6,ST014,2025-04-01 17:41:52,2025-04-02 07:03:47,78.86,8.24,95.1,7,68.5,9.79,3.58,HIGH_STRESS
EV_1dc12221,ST006,2025-04-01 17:42:55,2025-04-02 05:07:59,83.31,12.89,80.89,7,56.65,8.09,3.32,HIGH_STRESS
EV_0fbafdba,ST011,2025-04-01 17:43:09,2025-04-02 00:48:42,91.3,9.89,80.05,11,64.06,5.82,1.27,HIGH_STRESS
EV_d511bdd6,ST017,2025-04-01 17:43:09,2025-04-01 23:27:32,84.89,10.6,95.13,22,71.76,3.26,2.48,HIGH_STRESS
EV_e3d66f42,ST012,2025-04-01 17:44:18,2025-04-02 04:34:08,80.33,11.51,82.15,7,56.75,8.11,2.72,HIGH_STRESS
EV_ebf29d39,ST001,2025-04-01 17:44:39,2025-04-02 01:17:17,96.27,7.93,80.16,11,69.54,6.32,1.22,HIGH_STRESS
EV_ed84ff1d,ST015,2025-04-01 17:45:11,2025-04-01 23:13:45,79.58,12.23,89.88,22,61.79,2.81,2.67,HIGH_STRESS
EV_47210ba4,ST014,2025-04-01 17:45:59,2025-04-02 00:39:20,90.73,9.37,82.87,22,66.68,3.03,3.86,HIGH_STRESS
EV_67b5498b,ST014,2025-04-01 17:46:23,2025-04-01 22:34:50,83.05,19.24,93.16,50,61.39,1.23,3.58,HIGH_STRESS
EV_b3499929,ST010,2025-04-01 17:47:32,2025-04-02 03:51:27,96.1,12.26,87.07,11,71.89,6.54,3.53,HIGH_STRESS
EV_da37dc71,ST003,2025-04-01 17:47:43,2025-04-01 22:49:38,88.1,9.0,93.34,50,74.31,1.49,3.55,HIGH_STRESS
EV_8020b01e,ST014,2025-04-01 17:47:54,2025-04-02 07:28:00,87.13,9.66,93.33,7,72.91,10.42,3.25,HIGH_STRESS
EV_65795d9a,ST019,2025-04-01 17:48:30,2025-04-01 22:41:13,89.96,5.32,95.85,22,81.44,3.7,1.18,HIGH_STRESS
EV_53b3bf69,ST008,2025-04-01 17:49:36,2025-04-02 05:53:37,73.4,10.53,99.36,7,65.2,9.31,2.75,HIGH_STRESS
EV_0dd47fbb,ST011,2025-04-01 17:49:43,2025-04-01 23:19:04,78.92,6.65,84.94,22,61.79,2.81,2.68,HIGH_STRESS
EV_6ab0af63,ST009,2025-04-01 17:49:45,2025-04-01 22:47:26,85.85,17.53,98.09,22,69.15,3.14,1.82,HIGH_STRESS
EV_2691e90e,ST020,2025-04-01 17:50:33,2025-04-02 06:16:43,76.23,7.04,86.15,7,60.3,8.61,3.82,HIGH_STRESS
EV_d7ce4466,ST002,2025-04-01 17:51:26,2025-04-02 01:24:10,95.06,18.62,92.45,11,70.18,6.38,1.17,HIGH_STRESS
EV_9be8a7f6,ST019,2025-04-01 17:51:36,2025-04-02 02:04:21,70.7,5.06,83.56,11,55.5,5.05,3.17,HIGH_STRESS
EV_94dbf04a,ST009,2025-04-01 17:51:56,2025-04-02 05:14:43,88.59,6.81,81.71,7,66.35,9.48,1.9,HIGH_STRESS
EV_b3502e1c,ST008,2025-04-01 17:53:31,2025-04-01 21:52:02,74.78,5.62,83.47,22,58.21,2.65,1.33,HIGH_STRESS
EV_da55cb19,ST017,2025-04-01 17:53:49,2025-04-02 00:17:16,77.52,13.59,91.79,22,60.61,2.76,3.64,HIGH_STRESS
EV_a3a5387d,ST009,2025-04-01 17:54:28,2025-04-01 23:57:27,99.15,5.03,94.39,22,88.59,4.03,2.02,HIGH_STRESS
