timestamp,charging_demand,station_load,queue_length,electricity_price,renewable_energy_ratio,station_id,hour,day_of_week,day_of_month,month,is_weekend,is_peak_hour,location_type_Highway,location_type_Urban,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Rainy,traffic_density_High,traffic_density_Low,traffic_density_Medium
2025-01-03 10:00:00,0.0,0.0,0.0,5.83,0.3647249105222017,ST001,10,4,3,1,0,0,True,False,True,False,False,False,True,False
2025-01-03 11:00:00,0.0,0.0,0.0,5.83,0.3647249105222017,ST001,11,4,3,1,0,0,True,False,True,False,False,False,True,False
2025-01-03 12:00:00,43.79482360954126,44.039363234673,8.0,8.95,0.4157838131563597,ST001,12,4,3,1,0,0,True,False,False,False,True,False,False,True
2025-01-03 13:00:00,0.0,0.0,0.0,8.95,0.4157838131563597,ST001,13,4,3,1,0,0,True,False,False,False,True,False,False,True
2025-01-03 14:00:00,0.0,0.0,0.0,8.95,0.4157838131563597,ST001,14,4,3,1,0,0,True,False,False,False,True,False,False,True
2025-01-03 15:00:00,46.9035654961774,44.07339912301007,2.0,6.03,0.4756158098910127,ST001,15,4,3,1,0,0,True,False,False,True,False,False,False,True
2025-01-03 16:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,16,4,3,1,0,0,True,False,False,True,False,False,False,True
2025-01-03 17:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,17,4,3,1,0,1,True,False,False,True,False,False,False,True
2025-01-03 18:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,18,4,3,1,0,1,True,False,False,True,False,False,False,True
2025-01-03 19:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,19,4,3,1,0,1,True,False,False,True,False,False,False,True
2025-01-03 20:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,20,4,3,1,0,1,True,False,False,True,False,False,False,True
2025-01-03 21:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,21,4,3,1,0,1,True,False,False,True,False,False,False,True
2025-01-03 22:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,22,4,3,1,0,0,True,False,False,True,False,False,False,True
2025-01-03 23:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,23,4,3,1,0,0,True,False,False,True,False,False,False,True
2025-01-04 00:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,0,5,4,1,1,0,True,False,False,True,False,False,False,True
2025-01-04 01:00:00,0.0,0.0,0.0,6.03,0.4756158098910127,ST001,1,5,4,1,1,0,True,False,False,True,False,False,False,True
2025-01-04 02:00:00,37.0656646296458,32.29462229913007,4.0,5.11,0.2350349579424433,ST001,2,5,4,1,1,0,True,False,False,True,False,False,True,False
2025-01-04 03:00:00,0.0,0.0,0.0,5.11,0.2350349579424433,ST001,3,5,4,1,1,0,True,False,False,True,False,False,True,False
2025-01-04 04:00:00,23.69404920913005,26.16303381733396,8.0,5.15,0.274877817041279,ST001,4,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 05:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,5,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 06:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,6,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 07:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,7,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 08:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,8,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 09:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,9,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 10:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,10,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 11:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,11,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 12:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,12,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 13:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,13,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 14:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,14,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 15:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,15,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 16:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,16,5,4,1,1,0,True,False,False,False,True,False,True,False
2025-01-04 17:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,17,5,4,1,1,1,True,False,False,False,True,False,True,False
2025-01-04 18:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,18,5,4,1,1,1,True,False,False,False,True,False,True,False
2025-01-04 19:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,19,5,4,1,1,1,True,False,False,False,True,False,True,False
2025-01-04 20:00:00,0.0,0.0,0.0,5.15,0.274877817041279,ST001,20,5,4,1,1,1,True,False,False,False,True,False,True,False
2025-01-04 21:00:00,76.28411236436764,71.90095507785448,5.0,10.68,0.1889072840539865,ST001,21,5,4,1,1,1,True,False,False,False,True,True,False,False
2025-01-04 22:00:00,25.73816149848144,21.35333991633989,3.0,6.16,0.2838387506609531,ST001,22,5,4,1,1,0,True,False,False,True,False,False,True,False
2025-01-04 23:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,23,5,4,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 00:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,0,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 01:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,1,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 02:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,2,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 03:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,3,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 04:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,4,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 05:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,5,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 06:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,6,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 07:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,7,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 08:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,8,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 09:00:00,0.0,0.0,0.0,6.16,0.2838387506609531,ST001,9,6,5,1,1,0,True,False,False,True,False,False,True,False
2025-01-05 10:00:00,76.13987967138038,80.5942255885534,3.0,11.44,0.55238073800939,ST001,10,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 11:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,11,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 12:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,12,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 13:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,13,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 14:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,14,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 15:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,15,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 16:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,16,6,5,1,1,0,True,False,False,False,True,True,False,False
2025-01-05 17:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,17,6,5,1,1,1,True,False,False,False,True,True,False,False
2025-01-05 18:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,18,6,5,1,1,1,True,False,False,False,True,True,False,False
2025-01-05 19:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,19,6,5,1,1,1,True,False,False,False,True,True,False,False
2025-01-05 20:00:00,0.0,0.0,0.0,11.44,0.55238073800939,ST001,20,6,5,1,1,1,True,False,False,False,True,True,False,False
2025-01-05 21:00:00,102.50260794087316,100.0,7.0,6.08,0.1697909915160325,ST001,21,6,5,1,1,1,True,False,False,True,False,True,False,False
2025-01-05 22:00:00,0.0,0.0,0.0,6.08,0.1697909915160325,ST001,22,6,5,1,1,0,True,False,False,True,False,True,False,False
2025-01-05 23:00:00,0.0,0.0,0.0,6.08,0.1697909915160325,ST001,23,6,5,1,1,0,True,False,False,True,False,True,False,False
2025-01-06 00:00:00,36.89929984874532,37.1862171030041,12.0,12.13,0.1579480025225298,ST001,0,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 01:00:00,27.962269565647944,23.44164509925792,6.0,12.6,0.2016470447268422,ST001,1,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 02:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,2,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 03:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,3,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 04:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,4,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 05:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,5,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 06:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,6,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 07:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,7,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 08:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,8,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 09:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,9,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 10:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,10,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 11:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,11,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 12:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,12,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 13:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,13,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 14:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,14,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 15:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,15,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 16:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,16,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 17:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,17,0,6,1,0,1,True,False,False,True,False,False,True,False
2025-01-06 18:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,18,0,6,1,0,1,True,False,False,True,False,False,True,False
2025-01-06 19:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,19,0,6,1,0,1,True,False,False,True,False,False,True,False
2025-01-06 20:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,20,0,6,1,0,1,True,False,False,True,False,False,True,False
2025-01-06 21:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,21,0,6,1,0,1,True,False,False,True,False,False,True,False
2025-01-06 22:00:00,0.0,0.0,0.0,12.6,0.2016470447268422,ST001,22,0,6,1,0,0,True,False,False,True,False,False,True,False
2025-01-06 23:00:00,25.28595095334916,25.257195752693317,2.0,14.65,0.3747443044572232,ST001,23,0,6,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 00:00:00,0.0,0.0,0.0,14.65,0.3747443044572232,ST001,0,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 01:00:00,36.26890793335487,32.59879186424887,6.0,9.16,0.1774901287382776,ST001,1,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 02:00:00,0.0,0.0,0.0,9.16,0.1774901287382776,ST001,2,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 03:00:00,0.0,0.0,0.0,9.16,0.1774901287382776,ST001,3,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 04:00:00,0.0,0.0,0.0,9.16,0.1774901287382776,ST001,4,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 05:00:00,0.0,0.0,0.0,9.16,0.1774901287382776,ST001,5,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 06:00:00,0.0,0.0,0.0,9.16,0.1774901287382776,ST001,6,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 07:00:00,0.0,0.0,0.0,9.16,0.1774901287382776,ST001,7,1,7,1,0,0,True,False,True,False,False,False,True,False
2025-01-07 08:00:00,89.65195353721782,91.46378030848776,9.0,6.71,0.1593070909343462,ST001,8,1,7,1,0,0,True,False,False,False,True,True,False,False
2025-01-07 09:00:00,0.0,0.0,0.0,6.71,0.1593070909343462,ST001,9,1,7,1,0,0,True,False,False,False,True,True,False,False
2025-01-07 10:00:00,0.0,0.0,0.0,6.71,0.1593070909343462,ST001,10,1,7,1,0,0,True,False,False,False,True,True,False,False
2025-01-07 11:00:00,0.0,0.0,0.0,6.71,0.1593070909343462,ST001,11,1,7,1,0,0,True,False,False,False,True,True,False,False
2025-01-07 12:00:00,0.0,0.0,0.0,6.71,0.1593070909343462,ST001,12,1,7,1,0,0,True,False,False,False,True,True,False,False
2025-01-07 13:00:00,48.74256365374877,48.7074285407688,11.0,13.01,0.6528489713796093,ST001,13,1,7,1,0,0,True,False,False,False,True,False,False,True
2025-01-07 14:00:00,55.1307472765161,53.053562683998145,4.0,10.73,0.5785115502052223,ST001,14,1,7,1,0,0,True,False,False,True,False,False,False,True
2025-01-07 15:00:00,0.0,0.0,0.0,10.73,0.5785115502052223,ST001,15,1,7,1,0,0,True,False,False,True,False,False,False,True
2025-01-07 16:00:00,0.0,0.0,0.0,10.73,0.5785115502052223,ST001,16,1,7,1,0,0,True,False,False,True,False,False,False,True
2025-01-07 17:00:00,92.78546668148668,94.19082046294724,5.0,12.35,0.1240054809273038,ST001,17,1,7,1,0,1,True,False,False,True,False,True,False,False
2025-01-07 18:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,18,1,7,1,0,1,True,False,False,True,False,True,False,False
2025-01-07 19:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,19,1,7,1,0,1,True,False,False,True,False,True,False,False
2025-01-07 20:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,20,1,7,1,0,1,True,False,False,True,False,True,False,False
2025-01-07 21:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,21,1,7,1,0,1,True,False,False,True,False,True,False,False
2025-01-07 22:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,22,1,7,1,0,0,True,False,False,True,False,True,False,False
2025-01-07 23:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,23,1,7,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 00:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,0,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 01:00:00,0.0,0.0,0.0,12.35,0.1240054809273038,ST001,1,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 02:00:00,28.41249843107813,29.709567766664957,5.0,14.92,0.2887440501910958,ST001,2,2,8,1,0,0,True,False,False,True,False,False,True,False
2025-01-08 03:00:00,0.0,0.0,0.0,14.92,0.2887440501910958,ST001,3,2,8,1,0,0,True,False,False,True,False,False,True,False
2025-01-08 04:00:00,18.84597462490712,15.94029909799557,3.0,12.11,0.3920099698456862,ST001,4,2,8,1,0,0,True,False,False,True,False,False,True,False
2025-01-08 05:00:00,20.15842187993926,20.071502472645506,3.0,6.32,0.3016847957539457,ST001,5,2,8,1,0,0,True,False,True,False,False,False,True,False
2025-01-08 06:00:00,0.0,0.0,0.0,6.32,0.3016847957539457,ST001,6,2,8,1,0,0,True,False,True,False,False,False,True,False
2025-01-08 07:00:00,83.13988728542716,83.32002541716311,12.0,5.38,0.398378256166582,ST001,7,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 08:00:00,0.0,0.0,0.0,5.38,0.398378256166582,ST001,8,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 09:00:00,0.0,0.0,0.0,5.38,0.398378256166582,ST001,9,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 10:00:00,0.0,0.0,0.0,5.38,0.398378256166582,ST001,10,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 11:00:00,0.0,0.0,0.0,5.38,0.398378256166582,ST001,11,2,8,1,0,0,True,False,False,True,False,True,False,False
2025-01-08 12:00:00,53.343850596664055,56.869324591915046,0.0,6.26,0.4493135709809651,ST001,12,2,8,1,0,0,True,False,False,False,True,False,False,True
2025-01-08 13:00:00,0.0,0.0,0.0,6.26,0.4493135709809651,ST001,13,2,8,1,0,0,True,False,False,False,True,False,False,True
2025-01-08 14:00:00,53.95991739593747,51.64312140806265,2.0,8.9,0.4778191878799645,ST001,14,2,8,1,0,0,True,False,True,False,False,False,False,True
2025-01-08 15:00:00,0.0,0.0,0.0,8.9,0.4778191878799645,ST001,15,2,8,1,0,0,True,False,True,False,False,False,False,True
2025-01-08 16:00:00,0.0,0.0,0.0,8.9,0.4778191878799645,ST001,16,2,8,1,0,0,True,False,True,False,False,False,False,True
2025-01-08 17:00:00,0.0,0.0,0.0,8.9,0.4778191878799645,ST001,17,2,8,1,0,1,True,False,True,False,False,False,False,True
2025-01-08 18:00:00,99.74670541914509,99.68319988633696,5.0,14.53,0.2214579668854433,ST001,18,2,8,1,0,1,True,False,False,False,True,True,False,False
2025-01-08 19:00:00,98.02336096785405,93.8246516265486,5.0,10.0,0.3682298608318478,ST001,19,2,8,1,0,1,True,False,False,True,False,True,False,False
2025-01-08 20:00:00,0.0,0.0,0.0,10.0,0.3682298608318478,ST001,20,2,8,1,0,1,True,False,False,True,False,True,False,False
2025-01-08 21:00:00,90.76886791364298,90.63452294238478,8.0,6.57,0.3071868226244025,ST001,21,2,8,1,0,1,True,False,False,True,False,True,False,False
2025-01-08 22:00:00,36.03291023914423,35.41935199725085,8.0,8.42,0.3309316922156757,ST001,22,2,8,1,0,0,True,False,False,True,False,False,True,False
2025-01-08 23:00:00,0.0,0.0,0.0,8.42,0.3309316922156757,ST001,23,2,8,1,0,0,True,False,False,True,False,False,True,False
2025-01-09 00:00:00,0.0,0.0,0.0,8.42,0.3309316922156757,ST001,0,3,9,1,0,0,True,False,False,True,False,False,True,False
2025-01-09 01:00:00,0.0,0.0,0.0,8.42,0.3309316922156757,ST001,1,3,9,1,0,0,True,False,False,True,False,False,True,False
2025-01-09 02:00:00,0.0,0.0,0.0,8.42,0.3309316922156757,ST001,2,3,9,1,0,0,True,False,False,True,False,False,True,False
2025-01-09 03:00:00,0.0,0.0,0.0,8.42,0.3309316922156757,ST001,3,3,9,1,0,0,True,False,False,True,False,False,True,False
2025-01-09 04:00:00,0.0,0.0,0.0,8.42,0.3309316922156757,ST001,4,3,9,1,0,0,True,False,False,True,False,False,True,False
2025-01-09 05:00:00,10.889284192768407,15.579578158543306,3.0,9.68,0.2794918227088057,ST001,5,3,9,1,0,0,True,False,False,False,True,False,True,False
