timestamp,station_id,location_type,vehicle_id,vehicle_type,arrival_time,charging_start_time,charging_end_time,waiting_time,battery_capacity_kWh,initial_soc,final_soc,energy_consumed_kWh,charging_power_kW,charging_duration,queue_length,station_load,electricity_price,renewable_energy_ratio,traffic_density,weather_condition,day_of_week,time_slot,charging_demand,assigned_charger_id,charging_priority,optimization_reward
2025-01-01 02:30:00,ST008,Highway,EV10010,Car,2025-01-01 02:30:00,2025-01-01 02:36:00,2025-01-01 11:38:00,6,100,36.992054565083656,100.0,63.007945434916344,7,542.187819076809,2,30.59395304685146,13.08,0.2900211269531271,Low,Clear,Wednesday,Off-Peak,34.30855894872864,CH2,Medium,-4.41815680077648
2025-01-01 02:45:00,ST009,Highway,EV10011,Two-Wheeler,2025-01-01 02:45:00,2025-01-01 02:52:00,2025-01-01 04:03:00,7,75,20.92202186084168,100.0,59.30848360436874,50,71.65556807198269,7,33.14880310328125,13.96,0.19540104249155918,Low,Cloudy,Wednesday,Off-Peak,29.24932234855802,CH3,Medium,-11.267729345909476
2025-01-01 03:00:00,ST012,Urban,EV10012,Two-Wheeler,2025-01-01 03:00:00,2025-01-01 03:08:00,2025-01-01 05:28:00,8,75,27.62844281670845,96.42251901567704,51.59555714922644,22,140.71515586152665,5,23.348220062975578,7.22,0.13595961020010486,Low,Cloudy,Wednesday,Off-Peak,21.724371777011857,CH2,High,-11.09085570659197
2025-01-01 03:15:00,ST006,Urban,EV10013,Car,2025-01-01 03:15:00,2025-01-01 03:23:00,2025-01-01 04:05:00,8,60,26.160146601037763,85.47500229383843,35.588913415680395,50,42.70669609881648,8,19.29784494217963,7.54,0.17406281885158037,Low,Cloudy,Wednesday,Off-Peak,21.260887670577514,CH7,Medium,-10.637684422888515
2025-01-01 03:30:00,ST018,Urban,EV10014,Two-Wheeler,2025-01-01 03:30:00,2025-01-01 03:36:00,2025-01-01 05:43:00,6,30,23.33905071376425,100.0,22.998284785870723,11,127.73226798470874,3,18.57292928473223,14.08,0.17186856720009175,Low,Cloudy,Wednesday,Off-Peak,15.02187800564446,CH1,Low,-6.058528840943693
2025-01-01 03:45:00,ST002,Highway,EV10015,Bus,2025-01-01 03:45:00,2025-01-01 03:55:00,2025-01-01 08:35:00,10,75,32.38915822865458,100.0,50.70813132850907,11,280.42629143994515,1,26.23239230657435,7.38,0.3184649045835579,Low,Cloudy,Wednesday,Off-Peak,24.910223633766883,CH2,Low,-6.192531323808133
2025-01-01 04:00:00,ST019,Highway,EV10016,Car,2025-01-01 04:00:00,2025-01-01 04:17:00,2025-01-01 04:59:00,17,60,50.8215936609692,100.0,29.50704380341848,50,42.37008133156169,3,16.730370207997083,5.41,0.2772678829564726,Low,Rainy,Wednesday,Off-Peak,18.50601382641991,CH8,Medium,-13.52803755290524
2025-01-01 04:15:00,ST015,Urban,EV10017,Bus,2025-01-01 04:15:00,2025-01-01 04:29:00,2025-01-01 06:01:00,14,60,45.55747662190089,100.0,32.66551402685946,22,92.33319919094407,1,14.48732858009983,11.91,0.21602060389016126,Low,Clear,Wednesday,Off-Peak,18.854628467467172,CH4,High,-10.916847599315128
2025-01-01 04:30:00,ST018,Highway,EV10018,Two-Wheeler,2025-01-01 04:30:00,2025-01-01 04:38:00,2025-01-01 05:38:00,8,30,20.453581036885684,94.58853549326813,22.24048633691473,22,60.655871827949284,3,26.19968092068358,13.17,0.26656024347983875,Low,Rainy,Wednesday,Off-Peak,26.496186704243645,CH7,High,-6.743128879741555
2025-01-01 04:45:00,ST013,Highway,EV10019,Car,2025-01-01 04:45:00,2025-01-01 04:57:00,2025-01-01 06:17:00,12,40,59.81268498789622,96.69990501572462,14.754888011131362,11,80.48120733344379,8,24.984191492253217,12.26,0.3691330779857732,Low,Clear,Wednesday,Off-Peak,28.85505573490439,CH9,Medium,-9.922845958877447
2025-01-01 05:00:00,ST003,Urban,EV10020,Car,2025-01-01 05:00:00,2025-01-01 05:13:00,2025-01-01 05:50:00,13,60,56.781749711047375,100.0,25.930950173371574,50,37.20249419294644,5,15.183941032332593,6.01,0.2990505307324168,Low,Clear,Wednesday,Off-Peak,10.23455687079478,CH3,High,-9.565272284494014
2025-01-01 05:15:00,ST014,Urban,EV10021,Bus,2025-01-01 05:15:00,2025-01-01 05:29:00,2025-01-01 06:34:00,14,40,34.28068767931133,94.53985897115453,24.103668516737283,22,65.73727777291987,6,30.24358442695072,7.37,0.19761990944778035,Low,Cloudy,Wednesday,Off-Peak,32.70849847813096,CH10,Medium,-17.120119601956734
2025-01-01 05:30:00,ST017,Highway,EV10022,Two-Wheeler,2025-01-01 05:30:00,2025-01-01 05:44:00,2025-01-01 06:12:00,14,30,25.40303959261946,100.0,22.37908812221416,50,28.918810381339483,4,19.30404735363451,7.44,0.39190316642573375,Low,Clear,Wednesday,Off-Peak,18.23502460030211,CH2,High,-8.10371447795489
2025-01-01 05:45:00,ST018,Highway,EV10023,Two-Wheeler,2025-01-01 05:45:00,2025-01-01 05:51:00,2025-01-01 11:55:00,6,60,31.719718275521434,100.0,40.96816903468714,7,364.82784537834135,5,24.850353876377277,6.95,0.31673563457845166,Low,Cloudy,Wednesday,Off-Peak,22.658077500785836,CH2,Medium,-3.968001737921906
2025-01-01 06:00:00,ST014,Urban,EV10024,Bus,2025-01-01 06:00:00,2025-01-01 06:10:00,2025-01-01 07:15:00,10,30,59.72752553986705,99.58055833664557,11.955909839033554,11,65.21405366745574,4,33.33309638087339,14.64,0.35590283664020805,Low,Clear,Wednesday,Off-Peak,31.27758530156925,CH5,High,-7.989534176968437
2025-01-01 06:15:00,ST006,Urban,EV10025,Two-Wheeler,2025-01-01 06:15:00,2025-01-01 06:28:00,2025-01-01 17:52:00,13,100,19.5455515575173,99.45980613879331,79.91425458127601,7,684.9793249823658,3,24.136025249167005,14.36,0.30880893900249196,Low,Cloudy,Wednesday,Off-Peak,24.836636950060655,CH9,High,-10.062936879758642
2025-01-01 06:30:00,ST007,Urban,EV10026,Bus,2025-01-01 06:30:00,2025-01-01 06:41:00,2025-01-01 09:25:00,11,40,22.708182453486938,98.14618629056375,30.175201534830723,11,164.59200837180396,6,29.94031481990536,12.02,0.20784734536592658,Low,Clear,Wednesday,Off-Peak,27.876233262550294,CH9,High,-13.752642603003274
2025-01-01 06:45:00,ST001,Highway,EV10027,Bus,2025-01-01 06:45:00,2025-01-01 06:57:00,2025-01-01 09:43:00,12,40,50.50566973395904,98.93111292806122,19.370177277640874,7,166.0300909512075,5,15.103697255479736,11.28,0.1582821860536127,Low,Clear,Wednesday,Off-Peak,10.813106425479013,CH2,Medium,-12.772273869487567
2025-01-01 07:00:00,ST010,Urban,EV10028,Car,2025-01-01 07:00:00,2025-01-01 07:07:00,2025-01-01 07:58:00,7,60,26.89975784257679,99.11295258011191,43.32791684252107,50,51.993500211025285,0,86.88104541180797,8.28,0.14651248501832326,High,Clear,Wednesday,Peak,91.69945429491328,CH10,Low,-19.980834531811897
2025-01-01 07:15:00,ST003,Highway,EV10029,Car,2025-01-01 07:15:00,2025-01-01 07:35:00,2025-01-01 10:11:00,20,40,53.02023091558376,98.69753293429072,18.270920807482785,7,156.6078926355667,3,83.88973040219217,12.7,0.16474630824905295,High,Rainy,Wednesday,Peak,85.11863516038217,CH3,Low,-33.335556832966844
2025-01-01 07:30:00,ST016,Urban,EV10030,Bus,2025-01-01 07:30:00,2025-01-01 07:51:00,2025-01-01 13:41:00,21,75,16.63727111214849,100.0,62.522046665888645,11,350.2464142419044,0,91.80744779074814,7.71,0.23169142621169087,High,Rainy,Wednesday,Peak,87.5920116041708,CH10,Medium,-32.4107467717989
2025-01-01 07:45:00,ST007,Urban,EV10031,Two-Wheeler,2025-01-01 07:45:00,2025-01-01 07:55:00,2025-01-01 15:18:00,10,100,19.216683716568504,100.0,80.7833162834315,11,443.1612070318014,7,83.3581177765708,6.73,0.1469311128013258,High,Cloudy,Wednesday,Peak,80.86054675821674,CH7,High,-25.763690171274384
2025-01-01 08:00:00,ST012,Highway,EV10032,Two-Wheeler,2025-01-01 08:00:00,2025-01-01 08:18:00,2025-01-01 09:51:00,18,100,23.996694847297142,100.0,76.00330515270286,50,93.22887473804822,11,88.42691594711565,12.3,0.11431483830749464,High,Cloudy,Wednesday,Peak,89.08728805205641,CH2,Low,-37.75593804019829
2025-01-01 08:15:00,ST008,Urban,EV10033,Bus,2025-01-01 08:15:00,2025-01-01 08:26:00,2025-01-01 12:50:00,11,60,47.892305523218454,99.3388846751631,30.867947491166788,7,264.58240706714395,4,67.7662795307424,8.11,0.39385315858645265,High,Clear,Wednesday,Peak,64.51958222963577,CH10,High,-14.737661148554901
2025-01-01 08:30:00,ST008,Urban,EV10034,Car,2025-01-01 08:30:00,2025-01-01 08:37:00,2025-01-01 15:04:00,7,100,29.92523671986867,100.0,70.07476328013132,11,387.709962800196,5,86.57509793600249,11.84,0.2847553493169742,High,Clear,Wednesday,Peak,91.01401398161006,CH1,Low,-18.272359107691273
2025-01-01 08:45:00,ST003,Urban,EV10035,Bus,2025-01-01 08:45:00,2025-01-01 08:58:00,2025-01-01 09:46:00,13,40,11.32556552708109,100.0,35.46977378916756,50,48.425907458962286,6,93.08673369531927,10.73,0.13855010597017306,High,Clear,Wednesday,Peak,96.1987754626793,CH9,Low,-30.460843559958665
2025-01-01 09:00:00,ST009,Highway,EV10036,Car,2025-01-01 09:00:00,2025-01-01 09:12:00,2025-01-01 10:26:00,12,30,58.05952819119571,100.0,12.582141542641288,11,74.31107454545788,2,70.58356478833497,8.77,0.11168893969307009,High,Rainy,Wednesday,Peak,71.76610363171389,CH3,High,-23.76604476687489
2025-01-01 09:15:00,ST019,Highway,EV10037,Car,2025-01-01 09:15:00,2025-01-01 09:20:00,2025-01-01 11:44:00,5,30,42.786131769037105,98.8540129726085,16.82036436107142,7,144.1745516663264,7,71.72659310486625,11.97,0.2886828540339652,High,Cloudy,Wednesday,Peak,75.50131324013678,CH7,Low,-14.184832999954297
2025-01-01 09:30:00,ST004,Urban,EV10038,Two-Wheeler,2025-01-01 09:30:00,2025-01-01 09:44:00,2025-01-01 12:28:00,14,30,37.398594162404365,100.0,18.78042175127869,7,164.12318779200683,7,100.0,9.13,0.21160542573783497,High,Cloudy,Wednesday,Peak,102.76412960741997,CH6,Medium,-31.151837227864952
2025-01-01 09:45:00,ST014,Highway,EV10039,Two-Wheeler,2025-01-01 09:45:00,2025-01-01 09:58:00,2025-01-01 13:35:00,13,100,21.92984298951701,100.0,78.07015701048299,22,217.0456917735301,7,71.12495475343731,14.03,0.25157571173435717,High,Clear,Wednesday,Peak,74.38952941451473,CH2,Low,-23.17771959865675
2025-01-01 10:00:00,ST013,Highway,EV10040,Car,2025-01-01 10:00:00,2025-01-01 10:13:00,2025-01-01 13:56:00,13,30,12.674264837368446,99.39670352884605,26.016731607443283,7,223.00055663522815,5,100.0,10.73,0.6527348848679198,High,Clear,Wednesday,Peak,99.4844552197832,CH4,Low,-15.917953453962408
2025-01-01 10:15:00,ST018,Highway,EV10041,Car,2025-01-01 10:15:00,2025-01-01 10:24:00,2025-01-01 11:12:00,9,60,40.12204629505595,100.0,35.92677222296643,50,48.902681035060056,7,98.66316174903395,12.9,0.43648244121947616,High,Cloudy,Wednesday,Peak,98.60736479605976,CH3,Medium,-19.138159113222507
2025-01-01 10:30:00,ST015,Urban,EV10042,Car,2025-01-01 10:30:00,2025-01-01 10:40:00,2025-01-01 18:12:00,10,100,46.851777839550444,99.60498900161792,52.75321116206748,7,452.1703813891499,2,67.71966728211343,12.62,0.6472872253265045,High,Cloudy,Wednesday,Peak,63.73089404334134,CH9,Low,-5.125316696627552
2025-01-01 10:45:00,ST002,Urban,EV10043,Car,2025-01-01 10:45:00,2025-01-01 10:53:00,2025-01-01 22:11:00,8,100,21.128820878551526,100.0,78.87117912144848,7,678.8342241969167,7,70.25395122567599,5.85,0.7946558314004702,High,Clear,Wednesday,Peak,68.9966591832372,CH3,Medium,-1.7111153031210922
2025-01-01 11:00:00,ST016,Highway,EV10044,Car,2025-01-01 11:00:00,2025-01-01 11:15:00,2025-01-01 11:34:00,15,30,39.59443694106422,93.36969818645389,16.1325783736169,50,19.359094048340282,2,55.3144074778231,10.58,0.5696888036987906,Medium,Cloudy,Wednesday,Off-Peak,59.377951328770465,CH1,Low,-9.972217384600903
2025-01-01 11:15:00,ST013,Urban,EV10045,Bus,2025-01-01 11:15:00,2025-01-01 11:23:00,2025-01-01 15:32:00,8,60,22.68410869365694,98.95753213717754,45.76405406611236,11,249.62211308788562,4,37.564537488042156,6.18,0.6596841208464255,Medium,Cloudy,Wednesday,Off-Peak,40.02498628069639,CH8,Medium,2.2776161277843343
2025-01-01 11:30:00,ST014,Highway,EV10046,Car,2025-01-01 11:30:00,2025-01-01 11:42:00,2025-01-01 12:50:00,12,75,24.285604314093035,100.0,56.78579676443022,50,68.58732114797498,0,54.06327747080202,14.78,0.6224020154570339,Medium,Clear,Wednesday,Off-Peak,52.29014135357786,CH5,Low,-4.140595030449388
2025-01-01 11:45:00,ST002,Urban,EV10047,Two-Wheeler,2025-01-01 11:45:00,2025-01-01 12:00:00,2025-01-01 17:50:00,15,100,59.64823980596502,100.0,40.35176019403498,7,350.0901003484872,1,33.263036412693076,6.66,0.4867236426345965,Medium,Cloudy,Wednesday,Off-Peak,31.207975881087375,CH1,Low,-7.550898003500721
2025-01-01 12:00:00,ST019,Highway,EV10048,Two-Wheeler,2025-01-01 12:00:00,2025-01-01 12:17:00,2025-01-01 13:08:00,17,60,24.048159479611517,95.1270834930012,42.647354408033806,50,51.17682528964057,4,37.202681978076534,8.36,0.46787196155822625,Medium,Rainy,Wednesday,Off-Peak,38.67116559476377,CH3,Low,-12.404377548868519
2025-01-01 12:15:00,ST017,Urban,EV10049,Car,2025-01-01 12:15:00,2025-01-01 12:21:00,2025-01-01 12:49:00,6,40,21.469737285247483,80.07597378058105,23.442494598133425,50,28.130993517760114,6,60.41385059120846,11.85,0.46504677573795655,Medium,Clear,Wednesday,Off-Peak,64.52312243614688,CH10,Low,-7.1313668461029955
2025-01-01 12:30:00,ST008,Highway,EV10050,Car,2025-01-01 12:30:00,2025-01-01 12:43:00,2025-01-01 15:57:00,13,40,14.137421001765308,100.0,34.345031599293876,11,194.71982912329656,4,58.31659992345499,14.87,0.4601667564414113,Medium,Rainy,Wednesday,Off-Peak,59.25790707697634,CH4,High,-12.85831729144866
2025-01-01 12:45:00,ST020,Urban,EV10051,Two-Wheeler,2025-01-01 12:45:00,2025-01-01 12:53:00,2025-01-01 13:23:00,8,30,58.49571989073016,95.75799695078753,11.178683118017211,22,30.487317594592398,5,36.10465602907974,6.34,0.40546878593079894,Medium,Clear,Wednesday,Off-Peak,31.858246632604363,CH7,High,-5.5568676278919815
2025-01-01 13:00:00,ST019,Highway,EV10052,Bus,2025-01-01 13:00:00,2025-01-01 13:11:00,2025-01-01 19:04:00,11,100,59.831841853695266,100.0,40.168158146304734,7,353.85614642944483,9,61.71243606127368,8.78,0.4964339329318528,Medium,Clear,Wednesday,Off-Peak,58.76288934633892,CH6,Low,-12.949469224299152
2025-01-01 13:15:00,ST009,Highway,EV10053,Car,2025-01-01 13:15:00,2025-01-01 13:28:00,2025-01-01 15:18:00,13,30,57.70255136293612,100.0,12.689234591119163,7,110.43073439807766,4,56.70997396516686,5.47,0.507468992810123,Medium,Rainy,Wednesday,Off-Peak,51.931821385469874,CH5,Medium,-11.117925008729681
2025-01-01 13:30:00,ST011,Urban,EV10054,Car,2025-01-01 13:30:00,2025-01-01 13:30:00,2025-01-01 14:14:00,0,60,36.008175055599665,98.13706206979506,37.27733220851724,50,44.73279865022068,3,45.61607335995225,12.85,0.655744542789697,Medium,Cloudy,Wednesday,Off-Peak,48.66652003514587,CH10,High,9.049121611700455
2025-01-01 13:45:00,ST004,Urban,EV10055,Two-Wheeler,2025-01-01 13:45:00,2025-01-01 14:07:00,2025-01-01 16:45:00,22,75,59.02313625461889,97.88448842873098,29.146014130584064,11,158.9782588940949,9,52.12424766071187,14.04,0.5393021868093202,Medium,Clear,Wednesday,Off-Peak,52.264142552309984,CH9,Medium,-20.74578392786277
2025-01-01 14:00:00,ST005,Highway,EV10056,Car,2025-01-01 14:00:00,2025-01-01 14:07:00,2025-01-01 16:54:00,7,40,53.11818543733726,100.0,18.752725825065095,7,167.40987813345006,4,59.26274245056129,12.69,0.4264943911407464,Medium,Clear,Wednesday,Off-Peak,54.72135511460762,CH6,Medium,-8.057716755889867
2025-01-01 14:15:00,ST006,Highway,EV10057,Two-Wheeler,2025-01-01 14:15:00,2025-01-01 14:32:00,2025-01-01 21:01:00,17,100,27.370670411270712,98.80423629120389,71.43356587993318,11,389.6376320723628,7,39.27589984325992,6.29,0.451218335583109,Medium,Rainy,Wednesday,Off-Peak,35.794926778382866,CH5,High,-14.818629901158715
2025-01-01 14:30:00,ST017,Urban,EV10058,Two-Wheeler,2025-01-01 14:30:00,2025-01-01 14:41:00,2025-01-01 17:05:00,11,75,27.28336416619316,97.70251607786648,52.814363933754976,22,144.0391743647863,5,64.19331047810313,11.02,0.48953962636252824,Medium,Rainy,Wednesday,Off-Peak,67.41121684654762,CH5,High,-11.652473304744781
2025-01-01 14:45:00,ST004,Urban,EV10059,Bus,2025-01-01 14:45:00,2025-01-01 15:00:00,2025-01-01 19:21:00,15,40,23.929516951597932,100.0,30.42819321936083,7,261.0672975830593,3,49.03270511197569,8.56,0.7576869051583703,Medium,Clear,Wednesday,Off-Peak,45.32018909497213,CH2,High,-3.5759338676440287
2025-01-01 15:00:00,ST018,Urban,EV10060,Bus,2025-01-01 15:00:00,2025-01-01 15:03:00,2025-01-01 17:48:00,3,40,49.97051994545213,98.30785933814894,19.334935757078725,7,165.72802077496047,5,39.709330481485814,8.77,0.40103800975345866,Medium,Cloudy,Wednesday,Off-Peak,43.39234155184168,CH10,Low,-1.4107258036934045
2025-01-01 15:15:00,ST011,Urban,EV10061,Two-Wheeler,2025-01-01 15:15:00,2025-01-01 15:34:00,2025-01-01 15:52:00,19,30,39.86390411277153,92.39889116197887,15.760496114762201,50,18.91259533771464,1,45.53568955573064,11.18,0.547565455827909,Medium,Rainy,Wednesday,Off-Peak,45.16103671706212,CH5,High,-12.180174236308858
2025-01-01 15:30:00,ST016,Highway,EV10062,Car,2025-01-01 15:30:00,2025-01-01 15:44:00,2025-01-01 21:05:00,14,60,36.60567426326578,99.0395068165867,37.46029953199255,7,321.08828170279327,3,44.91491497512247,6.05,0.6949620824375277,Medium,Clear,Wednesday,Off-Peak,41.737753759882054,CH7,Medium,-3.6341205218986676
2025-01-01 15:45:00,ST002,Urban,EV10063,Bus,2025-01-01 15:45:00,2025-01-01 15:59:00,2025-01-01 17:13:00,14,30,52.03549929389656,97.6373681458386,13.68056065558261,11,74.62123993954151,3,59.71581842219685,10.94,0.6716409276577959,Medium,Clear,Wednesday,Off-Peak,62.607530808270226,CH5,Low,-7.2939358547054916
2025-01-01 16:00:00,ST015,Highway,EV10064,Two-Wheeler,2025-01-01 16:00:00,2025-01-01 16:05:00,2025-01-01 16:34:00,5,40,37.88711329752187,99.96566749659007,24.831421679627283,50,29.797706015552738,1,39.51327717396173,8.63,0.6583668965326406,Medium,Clear,Wednesday,Off-Peak,40.221060220650855,CH2,Low,6.348351461186869
2025-01-01 16:15:00,ST005,Urban,EV10065,Bus,2025-01-01 16:15:00,2025-01-01 16:24:00,2025-01-01 19:50:00,9,60,59.32576243964898,99.40005099194332,24.044573131376602,7,206.09634112608515,1,45.63429402426214,13.51,0.43515504981605757,Medium,Rainy,Wednesday,Off-Peak,48.692942891673574,CH9,Low,-5.572207310370704
2025-01-01 16:30:00,ST014,Urban,EV10066,Car,2025-01-01 16:30:00,2025-01-01 16:40:00,2025-01-01 19:17:00,10,60,53.275356294699016,100.0,28.03478622318059,11,157.45637549901534,4,55.686882898653266,13.21,0.6873829083346215,Medium,Cloudy,Wednesday,Off-Peak,56.037250219102376,CH6,Low,-2.5158893296920137
2025-01-01 16:45:00,ST012,Urban,EV10067,Two-Wheeler,2025-01-01 16:45:00,2025-01-01 16:57:00,2025-01-01 17:28:00,12,40,23.998954683014208,90.52403176928695,26.610030834509097,50,31.93203700141092,6,58.08741551095464,10.3,0.6828920382577779,Medium,Clear,Wednesday,Off-Peak,60.76521052538303,CH2,Medium,-6.130721954457593
2025-01-01 17:00:00,ST018,Highway,EV10068,Two-Wheeler,2025-01-01 17:00:00,2025-01-01 17:10:00,2025-01-01 19:36:00,10,75,26.032109607975713,97.8594030759245,53.8704701009616,22,146.91946391171345,4,69.37658707755897,5.63,0.39698806971698364,High,Rainy,Wednesday,Peak,67.60012552730619,CH3,Low,-13.965675324002286
2025-01-01 17:15:00,ST006,Urban,EV10069,Bus,2025-01-01 17:15:00,2025-01-01 17:22:00,2025-01-01 19:00:00,7,40,14.393405562132841,100.0,34.24263777514686,22,98.92065763817911,7,90.82554962431377,9.72,0.2235522742441806,High,Clear,Wednesday,Peak,89.31423228974371,CH3,High,-21.95854169753734
2025-01-01 17:30:00,ST011,Highway,EV10070,Two-Wheeler,2025-01-01 17:30:00,2025-01-01 17:40:00,2025-01-02 01:17:00,10,75,28.961429248190022,100.0,53.27892806385748,7,457.1234958573638,6,99.67315107033087,6.4,0.3385801935579671,High,Rainy,Wednesday,Peak,96.68942427080832,CH4,Medium,-22.77722440732716
2025-01-01 17:45:00,ST006,Urban,EV10071,Bus,2025-01-01 17:45:00,2025-01-01 18:02:00,2025-01-02 01:05:00,17,60,18.213289896549647,100.0,49.072026062070215,7,423.8843649358906,1,97.31464521850063,8.16,0.27649200273851704,High,Clear,Wednesday,Peak,99.14446585267196,CH8,Low,-28.668168961544616
2025-01-01 18:00:00,ST007,Highway,EV10072,Bus,2025-01-01 18:00:00,2025-01-01 18:18:00,2025-01-01 23:18:00,18,60,41.20507720909188,99.61269253732797,35.04456919694166,7,300.3820216880713,5,74.2885078058727,14.0,0.21516736641196343,High,Cloudy,Wednesday,Peak,74.72403641701258,CH4,Low,-28.90268056881564
2025-01-01 18:15:00,ST001,Urban,EV10073,Bus,2025-01-01 18:15:00,2025-01-01 18:33:00,2025-01-01 21:59:00,18,60,37.14246553067045,100.0,37.714520681597726,11,206.54153925477232,6,79.39622458628344,6.39,0.3382075567810888,High,Cloudy,Wednesday,Peak,80.59695214556858,CH5,Low,-26.733018213824025
2025-01-01 18:30:00,ST009,Highway,EV10074,Two-Wheeler,2025-01-01 18:30:00,2025-01-01 18:44:00,2025-01-01 23:02:00,14,75,59.88463079619216,100.0,30.08652690285588,7,258.29479066595724,1,90.75785170290708,5.34,0.270966905461395,High,Rainy,Wednesday,Peak,93.38243856031399,CH7,High,-24.522563176739567
2025-01-01 18:45:00,ST018,Highway,EV10075,Car,2025-01-01 18:45:00,2025-01-01 18:50:00,2025-01-01 21:47:00,5,60,47.73176459300583,100.0,31.3609412441965,11,177.49455433304706,3,68.99669709395096,7.29,0.31667577051791995,High,Clear,Wednesday,Peak,71.1970624594117,CH5,Low,-10.799066303252593
2025-01-01 19:00:00,ST019,Highway,EV10076,Car,2025-01-01 19:00:00,2025-01-01 19:16:00,2025-01-01 21:11:00,16,75,45.80895373664761,100.0,40.6432846975143,22,115.88833665155589,1,97.33802245334513,10.83,0.22025542502909198,High,Clear,Wednesday,Peak,96.95808048978645,CH10,Medium,-29.35994173979627
2025-01-01 19:15:00,ST012,Highway,EV10077,Bus,2025-01-01 19:15:00,2025-01-01 19:22:00,2025-01-02 02:29:00,7,60,17.66757015580401,100.0,49.39945790651759,7,427.76317009632385,2,85.71851621035286,6.02,0.37562515667822405,High,Rainy,Wednesday,Peak,88.61936258159372,CH9,Low,-13.874948541723851
